1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014299579703517352,-0.014136771581313832,-0.014111001469320688,-0.011658575489971387,-0.01132322997383684,-0.010749224821135318,-0.009394149188428343,-0.008298697781299814,-0.0061550453921897005,-0.005641046395356,-0.0055884530060321645,-0.003948178471267501,-0.0038240775582355554,-0.003632259557697047,-0.0020211326890578543,-7.832174646836311E-4,3.4354309458833714E-4,9.137024611533297E-4,0.0015447696575884573,0.0020629740703950634,0.0034028178581258332,0.004578522186259818,0.004740569104067869,0.00519899379129158,0.006058544037502306,0.0063487586805139745,0.007129331067758121,0.008337577490558027,0.009470230927618818,0.010047212239275082,0.010150240499236695,0.011422625791218048,0.013325369440585783,0.013744096515451752,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8664590911278006E-14,1.9215719898589337E-14,1.9341652408770983E-14,1.9365278420491008E-14,2.1172978195560972E-14,2.1420808449752607E-14,2.1845015233672305E-14,2.279267828118517E-14,2.3275139738906908E-14,2.443148409429503E-14,2.4641653544333454E-14,2.466315849624569E-14,2.5484555778055236E-14,2.5543272667441658E-14,2.5586530271117844E-14,2.6006784789696075E-14,2.632968888668967E-14,2.6444442730593835E-14,2.6717347509740425E-14,2.637321004086312E-14,2.6249274317857264E-14,2.592883222117969E-14,2.557832272184508E-14,2.5530012119706046E-14,2.5577165370261114E-14,2.5686655392970825E-14,2.572362310718431E-14,2.516801289540887E-14,2.430219644235726E-14,2.3995635659998636E-14,2.3747301508964378E-14,2.3669909367365398E-14,2.2714126723630837E-14,2.1484594324728347E-14,2.1208703981313326E-14,2.0297876306054315E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014305395281494326,-0.014136826969569659,-0.014110140885689772,-0.011658578930300353,-0.011323010492060191,-0.010749242654270534,-0.00939314999013582,-0.008299312364630971,-0.006154416909416843,-0.0056401127243508615,-0.005587587226089938,-0.0039494290383515745,-0.003824755884176049,-0.0036320509685113574,-0.0020219724908332425,-7.825333143097624E-4,3.4332071023891395E-4,9.142180809594697E-4,0.0015440440191977038,0.0020612318456056412,0.0034023973558133976,0.00457925240181371,0.004741456138675153,0.005199326971242181,0.006057849511733059,0.006348233462338589,0.0071279548093346225,0.008338218738872256,0.00946960973791678,0.010047608945635816,0.010150817709232662,0.011422743349060557,0.01332674923427786,0.013742361639538677,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7803851448731166E-5,3.879260739953659E-5,3.9030216716355125E-5,3.909099914955441E-5,4.299968927405725E-5,4.342191346871377E-5,4.414384865576846E-5,4.5524520102565054E-5,4.6226018654421216E-5,4.8320761528929277E-5,4.870647828030337E-5,4.874587124100989E-5,5.008384888862504E-5,5.0187303366556924E-5,5.028268408009272E-5,5.099610227699244E-5,5.154529194367095E-5,5.1531856490774684E-5,5.1970331072280856E-5,5.1437146027101966E-5,5.1253011274563116E-5,5.077551515666153E-5,4.95366574899197E-5,4.936590804743917E-5,4.9221148318091704E-5,4.9124805839662034E-5,4.9092219264262925E-5,4.7974177158668295E-5,4.6155616691709764E-5,4.5483239347241663E-5,4.524884806356382E-5,4.511198963983549E-5,4.3425371836269334E-5,4.0372346514112304E-5,3.988948490904996E-5,3.824518362266925E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.01435823271902076,-0.014137332058642453,-0.014102310886207295,-0.011658611401389556,-0.011321014604153917,-0.010749405994377313,-0.009384058663638336,-0.008304904690886955,-0.006148698767233682,-0.005631617267574409,-0.0055797094999460225,-0.003960807912996958,-0.0038309284876484797,-0.003630153343148146,-0.002029614421900909,-7.763076886449626E-4,3.4129708086052743E-4,9.189099154271498E-4,0.001537441126286978,0.0020453781371783837,0.0033985713427349476,0.004585897063605016,0.004749527572710195,0.005202359220880148,0.006051530186411271,0.006343454872952074,0.007115431026211511,0.008344053605484188,0.009463958492295737,0.01005121923067525,0.010156070127308629,0.011423814046622186,0.013339300004573455,0.013726574803490321,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5169894602809907E-4,3.599890722807238E-4,3.628274106358334E-4,3.6359576973719665E-4,4.007571842694406E-4,4.0478196229282664E-4,4.115965937983541E-4,4.247445306401831E-4,4.3127305696178417E-4,4.499261181174683E-4,4.531737172797531E-4,4.534997309212721E-4,4.6562580984121606E-4,4.666518561871611E-4,4.675760687264781E-4,4.74060735236647E-4,4.791385725152185E-4,4.789333421142736E-4,4.8314640364799366E-4,4.7865205717986754E-4,4.7710637377379646E-4,4.729885240440311E-4,4.6107658575575704E-4,4.5943494985730153E-4,4.579947096542789E-4,4.568017710811954E-4,4.5639166730569464E-4,4.461291888391793E-4,4.2901043220871263E-4,4.2242792724196817E-4,4.2011327381584853E-4,4.1887015981294554E-4,4.03839766475401E-4,3.7548997956559325E-4,3.713115370709133E-4,3.5584029416517747E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014495915242534504,-0.014138663492478864,-0.014081811785003236,-0.011658705782605423,-0.01131579799964404,-0.010749842465638627,-0.009360256076816372,-0.0083195496500936,-0.006133729335495332,-0.005609371894829504,-0.005559081526583657,-0.003990603087263796,-0.0038470956575484636,-0.0036251868594519617,-0.0020496296938067784,-7.600013827346944E-4,3.359967622430602E-4,9.311972156440425E-4,0.0015201486982991189,0.002003854704101731,0.003388553780753558,0.004603299298741006,0.0047706648320020965,0.005210304164316577,0.0060349838355462475,0.006330944883252067,0.007082626718863928,0.008359332735026058,0.00944916845938261,0.010060677592385575,0.01016982600267622,0.011426625736661634,0.013372128697987002,0.013685227069500538,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.620641463355754E-4,8.781016262454735E-4,8.893862851812338E-4,8.925423484611473E-4,9.80933515898702E-4,9.913167507138517E-4,0.0010084538630703043,0.0010473269425675552,0.0010648579080302833,0.0011069744665584485,0.0011124474930967088,0.0011129724032032172,0.0011412697779701914,0.0011441209131146692,0.0011465624181769567,0.001162744926904686,0.0011759906674303272,0.0011751446783800517,0.0011884228647625046,0.0011780937568322616,0.0011748573667838618,0.0011655925938475224,0.0011345519569480066,0.001130275231765222,0.0011262718532789521,0.001124177100998605,0.0011234253362817047,0.0010988969477739464,0.0010542291981809294,0.0010375220698759097,0.00103028361080642,0.001027178764297424,9.91427714362925E-4,9.201923085818499E-4,9.115109122304616E-4,8.718717233806123E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
