1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014880438310181206,-0.014694500714824268,-0.013263910497117025,-0.013187712560248956,-0.011412998111743573,-0.01108612689854934,-0.010361899714409881,-0.010233781366144602,-0.010011917032197663,-0.009273709194430216,-0.0075412027398525155,-0.006879475978681406,-0.0055259391573839085,-0.0045576880936933455,-0.0038679683860860514,-0.0027820233948985147,-0.0024901751800925614,-0.0018219888886724569,-7.532908741490624E-4,-5.096568747473291E-4,2.237899230181084E-4,5.412946518597358E-4,5.461390965346303E-4,0.0021200615416245606,0.0021325444061235065,0.0030430923856398853,0.0030929803161625323,0.0031131035676473934,0.0032122587658454903,0.004930591629898031,0.005287093134987767,0.006078068237712012,0.007055685907554107,0.007507026379980856,0.008295731253569347,0.009649896470405823,0.010152842075520332,0.011126549410823996,0.011142629361675958,0.011749745533376231,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6643804154623974E-12,2.670878117811184E-12,2.6839192192876968E-12,2.756807539159543E-12,2.7617156521188987E-12,2.8186945820359496E-12,2.829189099598581E-12,2.845645415275502E-12,2.849644972927732E-12,2.8581330703060677E-12,2.8863754646600855E-12,3.039107400181669E-12,3.1366118125250732E-12,3.1605139163705534E-12,3.233187343609718E-12,3.2673571585161757E-12,3.2672746377523906E-12,3.297164575241938E-12,3.3313789826234186E-12,3.3861015498269015E-12,3.3704568789276813E-12,3.3753822673502335E-12,3.3677417165754293E-12,3.3676251380739073E-12,3.28476606972298E-12,3.284987771497673E-12,3.301159548658163E-12,3.3014376325545E-12,3.3010141907489694E-12,3.298927725935651E-12,3.2574322911312763E-12,3.2483543585778404E-12,3.2282130168682998E-12,3.2121326164643163E-12,3.171992816015679E-12,3.132371318507664E-12,3.0643432695364326E-12,3.0485531263827133E-12,2.966515713556902E-12,2.965462070173346E-12,2.925680609194321E-12,2.673942830744868E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014858294370089727,-0.014705714100714322,-0.013251495749741443,-0.01320114626390752,-0.011411938843913687,-0.011108129694758275,-0.010356536830280885,-0.010246922274351603,-0.01005719579425312,-0.009426848530944908,-0.007485640384632818,-0.00688620382875153,-0.005502768670993486,-0.00459737268091821,-0.0038590028927362185,-0.0028107964223827078,-0.002507299928794244,-0.0018537992013071426,-7.531284774713112E-4,-5.021959785049476E-4,1.8625470182173295E-4,5.476449477817263E-4,5.531634490203875E-4,0.002110873303443575,0.002123643396113796,0.0030254241604420785,0.0031191522503188976,0.0031569445998606838,0.0033430069464066257,0.0049432503891824325,0.005275518578201518,0.006013042294434685,0.007062232113666848,0.0075462044789635155,0.008390992844087463,0.009679886192331521,0.010159124350155542,0.011140715911999336,0.011155564667436741,0.011716723558812647,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0020620563193587296,0.0020700548464514406,0.002081400337552493,0.002151335673071845,0.002153438414946081,0.0022363101777281135,0.00225038188314274,0.0022777370236524708,0.002281331765285736,0.0022848785911286223,0.002296662565417996,0.0024064743368102937,0.0024709767442967546,0.0025037736523968023,0.0025641014472505214,0.0026000238698934007,0.0025920570662479785,0.0026112837491738873,0.0026413653856273253,0.0026920309398902713,0.0026874049117827327,0.0026939824234617996,0.002685627523442557,0.0026854999424504845,0.0026150202981559748,0.0026148046592711248,0.002599576970371674,0.002599164899764113,0.002597870688368559,0.002591498922333822,0.0025488937124562875,0.0025393463329899304,0.0025181543591055113,0.002494781674890387,0.0024626234741532333,0.0024242439838201265,0.00236568840725027,0.0023575782629833607,0.0022985358536241614,0.0022976548962448575,0.0022643620678725745,0.002078979991954258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014858128099314676,-0.01479296001621825,-0.014738757984745615,-0.01381993258659086,-0.013240738178710507,-0.013227859643497267,-0.013069718657634063,-0.011408854168527724,-0.011172935952930063,-0.010340758684168496,-0.010285672906365584,-0.010190468059101433,-0.009875527395324159,-0.007321278633827918,-0.0069060699170734804,-0.005434385824155504,-0.004714266918388322,-0.0038325762556923795,-0.0028956670950389986,-0.0025578278668540923,-0.0019476194791524914,-7.526525085896161E-4,-4.8019188857779255E-4,7.550836441253678E-5,5.663924685171025E-4,5.739058387611747E-4,0.0020837572353958334,0.0020973769594495144,0.0029732605630915093,0.003196373346000078,0.0032862317846927593,0.0037275424788171287,0.00498059215008451,0.00524138867591355,0.0058210021524428834,0.0070815582356871035,0.007661571629157274,0.008670683458764254,0.009768232042408238,0.010177672132994014,0.011182475892805063,0.01119370359265089,0.011619191075443406,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,
0.002596388097283434,0.0026066273035453007,0.0026108823780285765,0.002615445855957603,0.002673718531796208,0.0027103968635499615,0.0027119568503572206,0.0027220966598702806,0.002834094109827704,0.0028500028361077515,0.002900018635149086,0.0029024765494861473,0.0029046317778968094,0.0029117613420498014,0.003096717915377382,0.0031554729851034223,0.0031786908791285014,0.0032359948269839395,0.0032889248154675086,0.0032809104139375524,0.003305359686322106,0.003334477819967259,0.0033914996647200876,0.003386399726581225,0.0033902912137808716,0.0033816938720851357,0.003381562282957,0.0033216737964027903,0.003321086338403342,0.0032833069511324997,0.0032794120417525114,0.003275696068458853,0.0032574462660203704,0.0032194014840198045,0.0032131320502608186,0.003199198397251581,0.0031710497669582916,0.003124441623169363,0.0030541714922088046,0.002977743012782223,0.0029610998559943345,0.002892266188073277,0.0028914515889834932,0.0028605813554578,0.0026269535888531655,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,
