1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014943188637351133,-0.013879776834478533,-0.013200063355796843,-0.012886362511851322,-0.012698506495262685,-0.012411544390730488,-0.012380446934682843,-0.0121743396550378,-0.011195668026384064,-0.01030653845376948,-0.009926265043826805,-0.009018372176339478,-0.008226846121148199,-0.008006124052696748,-0.007764663183624441,-0.0067602040344923,-0.006122206052721738,-0.005534804648441293,-0.004347036016554305,-0.0037649774455367005,-0.003411107158082686,-0.0031361387761725708,-0.002887176158818599,-0.0028869213909151308,-0.0017119042311084503,-7.853357061113342E-4,-2.5508856880366963E-4,2.905130260624899E-4,2.987874464470252E-4,3.054334551145909E-4,0.0010152319425913749,0.0015996783632756528,0.0019072983618852804,0.0024322309315216242,0.0031308081616829297,0.004872384965491149,0.00513545030389044,0.00519427797704991,0.00550345680383291,0.005736567310259965,0.0075814421262852885,0.008137362700332246,0.008186306044294801,0.008191856655729003,0.008207375907143578,0.008334476899934124,0.00970705030067032,0.010509259411073758,0.01056686984901787,0.011185098821081416,0.011455565336175373,0.012161537392190072,0.012168695299246055,0.013922523981309332,0.014210533788525062,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.081371870342454E-11,-6.095820198351244E-11,-6.366268253457526E-11,-6.46945096705641E-11,-6.501974306048113E-11,-6.521450520495926E-11,-6.639279022782065E-11,-6.652047840034002E-11,-6.699270018293659E-11,-6.910028554344937E-11,-7.101504062163553E-11,-7.187801994370316E-11,-7.25451104999397E-11,-7.31380121025624E-11,-7.345403986346024E-11,-7.379976124208235E-11,-7.532152124107336E-11,-7.713238662984787E-11,-7.844301245839325E-11,-7.892108150827286E-11,-7.905958472804448E-11,-7.914378961159802E-11,-7.938498694867437E-11,-7.9603372495115E-11,-7.960372591611344E-11,-7.905434423587403E-11,-7.905640345786539E-11,-7.846160770896429E-11,-7.784958835725632E-11,-7.784141841485582E-11,-7.782544362078867E-11,-7.690047166324184E-11,-7.61388519086784E-11,-7.633617862192829E-11,-7.66729032143226E-11,-7.591585659123561E-11,-7.370171469431165E-11,-7.343535885593022E-11,-7.337151461845779E-11,-7.30359703859828E-11,-7.273719630231029E-11,-7.084717711501409E-11,-7.02776530787843E-11,-7.021822417823502E-11,-7.021751967574134E-11,-7.018297391217957E-11,-6.990259505709598E-11,-6.687476222772713E-11,-6.562038379006052E-11,-6.553030092986304E-11,-6.454217301203881E-11,-6.426697628203535E-11,-6.32472835226679E-11,-6.323694477634638E-11,-5.9347734061254E-11,-5.900212412572773E-11,-5.7397302195690586E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014945358329235343,-0.013841847371496407,-0.013207671247322233,-0.01288896468380523,-0.012712737201421707,-0.012421395924637103,-0.012398917693461683,-0.01225009948515229,-0.011547725165789113,-0.010428312894554578,-0.009946658901999377,-0.008789861339669785,-0.008192654803345736,-0.008026788252993236,-0.007845594182644283,-0.006772096600880115,-0.006089241313355432,-0.005529286278583425,-0.004397802993197256,-0.003787795598841206,-0.0034407988449200646,-0.00314922652691608,-0.0029030687208027716,-0.002887628977178423,-0.0028847875185155445,-0.002869253176218398,-0.0027678594858488916,-0.001647296308988284,-7.73471335031542E-4,-2.735454438707284E-4,2.511248078791214E-4,2.729627757770761E-4,2.928380222378315E-4,9.968591468043284E-4,0.0016221144273006818,0.0019236293941972994,0.002466432475417668,0.0031346747750905443,0.004955903074913795,0.00515605886740008,0.005200830344927122,0.005514367761188233,0.005657048689386466,0.007567747969316231,0.008105609651063765,0.00818983273241471,0.008199379265731319,0.008226063728195034,0.008444209328755285,0.009765574080177423,0.01059587641036196,0.010647449445039519,0.011201448985618132,0.01144415026944955,0.012158197305728643,0.012165055681641435,0.01393805957742544,0.01419591965104761,0.014924910480419093,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1972069465160564E-5,3.202171682266798E-5,3.302436557526891E-5,3.362096651839232E-5,3.391274570225203E-5,3.407408380089704E-5,3.450942824121521E-5,3.4543016935129126E-5,3.472475064007059E-5,3.563790758465077E-5,3.709325562507012E-5,3.777357548395688E-5,3.882114678214974E-5,3.938473462946207E-5,3.955515213455054E-5,3.9741317707657774E-5,4.092422753975916E-5,4.227075046072988E-5,4.31344778720861E-5,4.3196060230188246E-5,4.319504867063982E-5,4.3194473254861325E-5,4.334373451974393E-5,4.3469747255633016E-5,4.347609100648864E-5,4.3477263504835746E-5,4.3473990720205623E-5,4.345879432525227E-5,4.329084974661336E-5,4.343532690160882E-5,4.348376503088616E-5,4.353460065658905E-5,4.353505847955789E-5,4.354425253537608E-5,4.367807267748301E-5,4.3796921029569966E-5,4.374179827154816E-5,4.3642563387099234E-5,4.3257941207077496E-5,4.043297605800773E-5,4.024804248474621E-5,4.021636507853493E-5,3.999452625064855E-5,3.986797277442592E-5,3.908635486340365E-5,3.886632948917421E-5,3.884026295889306E-5,3.883431646040461E-5,3.8788778218957146E-5,3.84435537405824E-5,3.635243910943259E-5,3.591562103464299E-5,3.5888488708380695E-5,3.557354121113156E-5,3.5345893334955504E-5,3.4538625899403744E-5,3.453087214754445E-5,3.227595394119E-5,3.207427901755646E-5,3.107408139244701E-5,3.098579229558175E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014948058205186188,-0.01379549869264116,-0.013217003999153619,-0.01289218955050145,-0.012730151002524994,-0.012433468865749187,-0.012421504370607633,-0.012342399842661434,-0.011971826650703201,-0.010576468982093967,-0.009971616112455716,-0.008508141960875914,-0.008150831824731447,-0.008052089807174657,-0.007944412914758777,-0.006786674493605784,-0.006048883669178535,-0.005522556713971493,-0.004459943471506826,-0.0038157466077833758,-0.0034771603483279585,-0.0031652658990249088,-0.0029248115390594458,-0.0028885089392435455,-0.0028818270707717843,-0.00284529508826962,-0.0026066902501575232,-0.001568139471426663,-7.589437820864527E-4,-2.961509282066923E-4,1.8958842261150924E-4,2.460398650771748E-4,2.974148167989715E-4,9.743632630726147E-4,0.001649594987446136,0.0019436357037342887,0.0025083136919959864,0.0031394240906746397,0.005058047311596883,0.00518129482232196,0.0052088723568939795,0.005527742990507192,0.005559575839979972,0.007551023144574304,0.00806677028762013,0.008194180988671876,0.008208613145315336,0.008248940395985702,0.008577875627839616,0.009837000266000553,0.010701450902779987,0.010745686294786266,0.011221458006415806,0.011430244818762769,0.012154164320406124,0.012160657334763805,0.013957052604799364,0.014178126621320241,0.014805185203449443,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.227853281733917E-5,4.23657480943288E-5,4.430100654071025E-5,4.5220947382393994E-5,4.566694985640313E-5,4.5889444864190604E-5,4.6450573923327466E-5,4.647320294297384E-5,4.659884307423715E-5,4.724122061664732E-5,4.966003139248299E-5,5.080790364019114E-5,5.290341863294552E-5,5.343723603376448E-5,5.356136804778678E-5,5.3696732402799665E-5,5.5313343540574566E-5,5.676556001952274E-5,5.7595498509883404E-5,5.813559549466741E-5,5.840416761325194E-5,5.854532761285197E-5,5.881439900433729E-5,5.9021839019282066E-5,5.904723166343237E-5,5.905108513363718E-5,5.906702051656196E-5,5.915911284163498E-5,5.9559953648872846E-5,6.002214813628335E-5,6.004378244849229E-5,6.0066489447270816E-5,6.006468531083486E-5,6.005476540948593E-5,5.985035500353151E-5,5.964646297652081E-5,5.9535437610660564E-5,5.932222366862081E-5,5.9067940509930457E-5,5.725634708526391E-5,5.717647142396212E-5,5.7157303705313883E-5,5.693567321204694E-5,5.6905917281250466E-5,5.48270809878478E-5,5.428870175144577E-5,5.415140415072133E-5,5.4131633111302933E-5,5.4062529858318664E-5,5.347479466052973E-5,5.122501477505038E-5,4.991344093447671E-5,4.984632549663157E-5,4.91114536766888E-5,4.8850028508409875E-5,4.7585121364293424E-5,4.757377609699611E-5,4.373320749572918E-5,4.344318938318517E-5,4.222760200422538E-5,4.188672120422464E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
