1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
-0.015,-0.014146301300373906,-0.013966183413927167,-0.011659391679230297,-0.011286538467832417,-0.010752442796994856,-0.009225995047695435,-0.008402116910903862,-0.006049330845899899,-0.0054838388235399545,-0.005442669078962603,-0.004158617457146683,-0.003938366349990296,-0.003597204458637938,-0.0021626351339662595,-6.678924922822165E-4,3.060548769008298E-4,0.0010005424919755888,0.0014225121324569073,0.0017693212196805072,0.0033320360007052484,0.00470149545594711,0.004889898287060407,0.005255200272200111,0.0059416157203943006,0.0062603915754159516,0.006897229014886999,0.008445444969208637,0.00936586899343397,0.010114057068095858,0.010247376097991385,0.011442598392060431,0.013489615181041775,0.013505654965754454,0.013590238475707558,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.319363827457596E-4,4.4482861127945406E-4,4.49952317534083E-4,4.956954463547524E-4,5.01682250162341E-4,5.102580808057165E-4,5.299465856449116E-4,5.381357768754746E-4,5.623102272212933E-4,5.658335019072208E-4,5.660900083001673E-4,5.757525411867971E-4,5.779529284034215E-4,5.798609253748511E-4,5.870422625296853E-4,5.945248224067392E-4,5.947304491378362E-4,5.982281183843985E-4,5.959523071699472E-4,5.946668057923504E-4,5.888743624054693E-4,5.747397518260177E-4,5.727951884877899E-4,5.707043828210442E-4,5.677737649189996E-4,5.664127666636083E-4,5.569801188889773E-4,5.320495965431115E-4,5.236493410916581E-4,5.180282217690598E-4,5.161541276762986E-4,4.993526324763509E-4,4.6052080954272215E-4,4.602117667407217E-4,4.5858207373753113E-4,4.367820322061626E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014150732818897987,-0.013898847117366409,-0.01165981314081372,-0.01126955927733367,-0.010753959819247958,-0.009147847657027506,-0.008450012521174836,-0.006000230421377857,-0.0054107546265625625,-0.005374887013323344,-0.004256214613188831,-0.003991449011574274,-0.003580926946205291,-0.002228382042564446,-6.142261962235954E-4,2.8861370213615137E-4,0.0010408812160750645,0.0013656554644165958,0.001632695906585862,0.0032991403092706394,0.004758572008859686,0.004959173473893852,0.005281320625238464,0.005887260674929378,0.006219324817499976,0.006789099907228702,0.008495378770717363,0.00931745830570533,0.010145019761926707,0.01029233344934163,0.011451878878329502,0.013441688079610301,0.013494981617475255,0.013774350486436448,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6032338972078267E-4,4.742797001262181E-4,4.8189581877562974E-4,5.294841478174343E-4,5.362987055322212E-4,5.453020302744953E-4,5.678066261919853E-4,5.754249500029412E-4,6.034025021752561E-4,6.076580759053274E-4,6.079170132086123E-4,6.168432395841637E-4,6.196181765088381E-4,6.221391529611669E-4,6.291672924512247E-4,6.375548235536953E-4,6.378587578595004E-4,6.408125412347273E-4,6.390597800585895E-4,6.380612394627094E-4,6.31829927181542E-4,6.164261320340281E-4,6.143088531818917E-4,6.121310547227011E-4,6.090044663374324E-4,6.072910494872756E-4,5.983146380169726E-4,5.689136557046105E-4,5.608221325354814E-4,5.537123060371136E-4,5.514339195416426E-4,5.335001301385589E-4,4.924858790814605E-4,4.913746998212148E-4,4.8554981174689317E-4,4.650204707331297E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014155653444228658,-0.013823508473099867,-0.011660283713900203,-0.011250608870429783,-0.01075564185762996,-0.009060511950271986,-0.008503365753325559,-0.005945393261942841,-0.005329095647334995,-0.005299144857889232,-0.004365035515624472,-0.00405068833749004,-0.0035627484584590165,-0.0023017783682351134,-5.542464401542824E-4,2.69126113990761E-4,0.001085907631944591,0.0013021365581129644,0.001480013869932309,0.0032623979250737192,0.004822244136495176,0.005036431315514945,0.0053104765161726235,0.005826525643843446,0.0061734415370887745,0.006668102509660941,0.008550992093680865,0.009263415156440458,0.010179512276293066,0.010342400606194322,0.011462220899430327,0.013388077740312865,0.013483065428645913,0.013977704266156334,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.873325373752319E-4,5.023039151764958E-4,5.129093274933196E-4,5.62035230713631E-4,5.697135851387335E-4,5.789905329757457E-4,6.041989410623342E-4,6.108023855360924E-4,6.429443056446873E-4,6.480586107422749E-4,6.48307155392633E-4,6.561125592380812E-4,6.596004246903435E-4,6.628999490786903E-4,6.698510925413966E-4,6.794844258233882E-4,6.799589837536281E-4,6.821925968801155E-4,6.810024669270494E-4,6.803291194391284E-4,6.735819755017442E-4,6.566567454978407E-4,6.543326912146348E-4,6.521970398757888E-4,6.490770594369156E-4,6.469796412981716E-4,6.386809736965687E-4,6.040683999490287E-4,5.966032079148765E-4,5.878762613040634E-4,5.851562437865979E-4,5.66456740784377E-4,5.236691330156027E-4,5.21535808758124E-4,5.104267371587377E-4,4.91914906392593E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014160604663048169,-0.013747169918713617,-0.011660764096606543,-0.011231468033216587,-0.01075733801667813,-0.008972175751759862,-0.008557147250651142,-0.005889981094142528,-0.005246544488780414,-0.005222567555055837,-0.004474799892502658,-0.0041104974222608785,-0.003544383737430967,-0.0023759056432741,-4.936022735491461E-4,2.4942885776749017E-4,0.0011313718351824396,0.0012379443495014082,0.0013256576668170678,0.003225273163081587,0.004886506439538182,0.005114383996627787,0.005339923657577659,0.0057651196923026275,0.006127058948934186,0.006545571004670719,0.008607044742589231,0.009208816881743045,0.010214297217718295,0.010392873159762755,0.011472660711482553,0.01333377804735741,0.01347102600323663,0.014180984113318622,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.146553038361234E-4,5.306331491870208E-4,5.445368073722154E-4,5.9496805618834E-4,6.035659770418233E-4,6.130618301467129E-4,6.411488252667383E-4,6.464573436027771E-4,6.83031972739652E-4,6.890673202102599E-4,6.892922205735617E-4,6.958242231379971E-4,7.000915791144515E-4,7.042726678120074E-4,7.11085392640259E-4,7.220600227726961E-4,7.226666998805508E-4,7.240271195619692E-4,7.234289933927443E-4,7.230927898801939E-4,7.1581159904299E-4,6.972910556032825E-4,6.947505236654595E-4,6.927594145048686E-4,6.898106782898198E-4,6.873006280858764E-4,6.798498984052249E-4,6.395713143913296E-4,6.328807105812463E-4,6.223596666401187E-4,6.191568529531675E-4,5.997905356875028E-4,5.554410319280749E-4,5.521368340835853E-4,5.350448341191183E-4,5.190982576970757E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014166106726085943,-0.013659601979233198,-0.011661198360164606,-0.011209500692594208,-0.010759150543262715,-0.008871050321671932,-0.008618335560799252,-0.005826610439459642,-0.005152122881076984,-0.005134964919163248,-0.004599916269294003,-0.004178713158401903,-0.003523356264493306,-0.0024604960947188746,-4.242697522136192E-4,2.2691708941564338E-4,0.0011527815944397772,0.0011744258809008763,0.0011820667954529004,0.0012248700610702906,0.0031828222761490638,0.004959766998339523,0.005203232958855764,0.005373480602970274,0.005694858164617272,0.006073972199391459,0.006405187808053159,0.008670803712127705,0.00914635722791042,0.010253824536541407,0.010450251142299367,0.011484447922281916,0.013271474295756102,0.013457144439351459,0.014410350993743364,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.42702166688078E-4,5.596968007762831E-4,5.776517943097551E-4,6.289811200758156E-4,6.38643450581188E-4,6.482769561279184E-4,6.798081048097597E-4,6.832852988901207E-4,7.247702802219353E-4,7.318095588989503E-4,7.319886276956083E-4,7.368931583519966E-4,7.421050561167301E-4,7.473374545173792E-4,7.539000159913993E-4,7.664725640346155E-4,7.671485289088138E-4,7.677423326336387E-4,7.678477188382976E-4,7.67884922512635E-4,7.676331967848001E-4,7.599390812746247E-4,7.393404630861184E-4,7.365181679972821E-4,7.348390389634564E-4,7.323379095451199E-4,7.293874444895677E-4,7.231098484254966E-4,6.759468506461149E-4,6.703322228300808E-4,6.577118974670029E-4,6.539457578392945E-4,6.341168275326735E-4,5.885933004092882E-4,5.83814314493754E-4,5.592796175854477E-4,5.469668430564223E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014172432818125698,-0.013555020149244729,-0.011661553327246856,-0.011183247983640574,-0.01076113025806457,-0.008750555145680652,-0.00869071595295702,-0.005751194005887764,-0.005039732531097078,-0.005030673504405413,-0.004748237821605685,-0.004259635334425622,-0.0034982975145634396,-0.002560902533468603,-3.4179796470155954E-4,2.0014900082343003E-4,9.713862859325427E-4,0.0011656558962462697,0.0012342135628341973,0.001617376451591157,0.0031323120599927694,0.005046627931440166,0.005308549798606666,0.005413246948875426,0.005611191919033438,0.006010735877368709,0.006237769092327143,0.00874620618922143,0.009071993941545401,0.010300512277723703,0.010518057079012981,0.011498262962964273,0.01319704614232911,0.013440466284650152,0.01467907340060073,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.717312225830607E-4,5.897597509999874E-4,6.128794313706012E-4,6.64525326015945E-4,6.754644025843451E-4,6.851184409150475E-4,7.209512125322238E-4,7.218352213761222E-4,7.688853138369637E-4,7.770354709506407E-4,7.771392467606461E-4,7.798718781397138E-4,7.862706807713435E-4,7.927756480084673E-4,7.989224383946692E-4,8.134737971115062E-4,8.141412125832942E-4,8.142790089612694E-4,8.152367540691799E-4,8.155747419288268E-4,8.131317533127383E-4,8.069198352079958E-4,7.834603958112008E-4,7.802506119604083E-4,7.791097761691905E-4,7.774140117922825E-4,7.739911796232561E-4,7.693849015497345E-4,7.135026602372821E-4,7.094084414309204E-4,6.942747581706163E-4,6.898342388290403E-4,6.698262994960087E-4,6.236756093695162E-4,6.169876588511018E-4,5.829570193804023E-4,5.757794851798964E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014178800385280377,-0.013448593331174971,-0.011661911795067256,-0.011156639334040517,-0.010763122337729431,-0.008815616603950048,-0.008672582251105967,-0.007880770413338619,-0.005674734865383033,-0.004925720380394136,-0.004924865588506891,-0.004898221609535349,-0.004341562920884003,-0.0034728996844832494,-0.002662601519449418,-2.581388785789663E-4,1.7300645723307938E-4,7.871191102784697E-4,0.0011567594425788523,0.001287159510234448,0.0020142551349975057,0.003081112118484622,0.0051345287186568,0.005415088387027676,0.0054535240775189855,0.005526306518133996,0.005946590445804433,0.006067537666366366,0.008822373915487545,0.008996616797626738,0.010347703664423641,0.010586561558615176,0.011512237908797011,0.013121351273915002,0.013423552325928526,0.014947553290855925,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.011518914911261E-4,6.202011595339721E-4,6.490076938546742E-4,7.005978939229901E-4,7.129043453059559E-4,7.224888727777922E-4,7.593913052564316E-4,7.636503360358069E-4,7.759506456531511E-4,8.137979079933223E-4,8.231444429332308E-4,8.231551094055095E-4,8.234265459450723E-4,8.311211361464235E-4,8.390323189020566E-4,8.446575013549514E-4,8.61349555761246E-4,8.619642352050889E-4,8.617882920998225E-4,8.636325383318253E-4,8.642831432913278E-4,8.592842487515897E-4,8.547253102572932E-4,8.281947807087598E-4,8.245698969071893E-4,8.24111205585138E-4,8.234302375934074E-4,8.194979717918764E-4,8.168818993303692E-4,7.514716297379407E-4,7.491485746409799E-4,7.312531172839502E-4,7.260803270330027E-4,7.060335556421703E-4,6.595813408438716E-4,6.507511402184608E-4,6.062204075027245E-4,6.049693657841668E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014185426280665228,-0.01333220499628561,-0.011662070541962836,-0.011127521250511786,-0.010765050105845116,-0.008975192720738958,-0.00860879553577459,-0.006545324377311902,-0.005591591580317027,-0.005253609967190995,-0.004837627332780052,-0.004430276140983706,-0.0034452464730271564,-0.0027727949171125373,-1.672807603876128E-4,1.4354024862711125E-4,5.8668041464798E-4,0.0011470678348106285,0.0013446820834852428,0.0024438744010088116,0.0030254698445262296,0.005229661454998574,0.005472428477456104,0.005508945005541173,0.005838606880369131,0.005876763372811532,0.005881995309357291,0.008904615769625347,0.008914551051920176,0.01039859052757686,0.010660485694892273,0.011527156991492399,0.013038553153940664,0.013404902734412433,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.312696477366246E-4,6.513433018444001E-4,6.867773287965356E-4,7.377669794078109E-4,7.516088376360373E-4,7.609948274344327E-4,7.970154791456697E-4,8.0858565552056E-4,8.429531302951226E-4,8.604417055967723E-4,8.65010538036228E-4,8.71569545526819E-4,8.775100296073638E-4,8.870497038105953E-4,8.919885977421345E-4,9.111250811720599E-4,9.116265126447614E-4,9.113279181650505E-4,9.141750460849634E-4,9.151790533565948E-4,9.070926838527562E-4,9.04498717339625E-4,8.743947294221454E-4,8.710791122697608E-4,8.703511272328979E-4,8.672544886507291E-4,8.668672827904837E-4,8.667468042857771E-4,7.903761742828876E-4,7.902356743748399E-4,7.691623920813239E-4,7.631579394154246E-4,7.432878256188548E-4,6.970235685850323E-4,6.856613623157021E-4,6.36189969096385E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
