1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
-0.015,-0.014953104136339398,-0.014825893943153349,-0.014684997913778197,-0.014577762964192595,-0.013316098608289,-0.013230890152006106,-0.012167344983510527,-0.011403021733356562,-0.011296242791104753,-0.010717259748239968,-0.010404457960190135,-0.0103142572917592,-0.010161241347611795,-0.007882244835469655,-0.007005254923159789,-0.006944024671463669,-0.005303535869426831,-0.0049368094485866855,-0.003782129767382826,-0.003057740833437003,-0.0026543769760013197,-0.0021267605600765616,-7.51745566357067E-4,-4.3816817298274885E-4,-1.3615227784971248E-4,6.022594800274682E-4,6.136077083439898E-4,0.002031884986888475,0.002047134875093736,0.002873387412753753,0.0033439313394925396,0.0035330221823206866,0.004457355120566862,0.005051873889374961,0.005176175363473333,0.0054531037753531575,0.007118464331930013,0.007881055201731605,0.009199510348389985,0.00993642342683915,0.010213066907188224,0.011262024026800616,0.011266377276387199,0.011432208960790509,0.013310985519119287,0.0133572348108199,0.015,,,,,,,,,,,,,,,,
7.436084880261217E-4,7.447939141235268E-4,7.480095129223899E-4,7.518072364502505E-4,7.535982662205436E-4,7.782582378588309E-4,7.805111224292731E-4,8.020437125897302E-4,8.178664085190744E-4,8.200769009181569E-4,8.315506130671402E-4,8.389030249763529E-4,8.410231933837181E-4,8.447301327716086E-4,8.84342892158237E-4,8.995864391297843E-4,9.011181636795975E-4,9.235102954725964E-4,9.306452966663795E-4,9.487123104885914E-4,9.483491032251894E-4,9.515296314209338E-4,9.545459320715825E-4,9.624066780510995E-4,9.617848925216876E-4,9.62013625245112E-4,9.632145146040304E-4,9.632329703862989E-4,9.572802092580224E-4,9.57022721830966E-4,9.430718234927327E-4,9.393576086515998E-4,9.370110972427883E-4,9.255406433979875E-4,9.200525613452453E-4,9.189979905375791E-4,9.166485363488804E-4,9.020596985297795E-4,8.87706433736818E-4,8.652071802725833E-4,8.526318612143969E-4,8.502053509347636E-4,8.29809851325338E-4,8.297138231715386E-4,8.260557488576353E-4,7.815297956736381E-4,7.804337133386072E-4,7.413682089681378E-4,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,
-0.015,-0.01489460953392964,-0.014612575631531188,-0.0143969346932112,-0.013369571780148276,-0.013232937803814468,-0.011507315730454423,-0.011398776195577104,-0.011383793660874423,-0.01130330082155624,-0.010524848063021952,-0.010298102938196963,-0.009952466235941893,-0.009945693813474508,-0.007043682029214685,-0.006949257473104053,-0.00584290069375221,-0.005209853083727156,-0.005095039222720758,-0.0037460878524839814,-0.00317337507145485,-0.0027232968211326394,-0.0022545718385738114,-7.510904550962379E-4,-4.081647391915681E-4,-2.8735778575448255E-4,6.279012089072909E-4,6.420030303598626E-4,0.0019947673338643786,0.002011184340101172,0.0028018614297451623,0.0034492742104286767,0.003709027497506158,0.00497463010675166,0.005102669473470312,0.0051295271011807635,0.005189467153492677,0.007144712719107733,0.008036966629993827,0.009572735303019778,0.01005596766179841,0.010238190497051082,0.011259202589860039,0.011308451993914715,0.015,,,,,,,,,,,,,,,,,,,
7.845569756750073E-4,7.874049523628285E-4,7.954969563796005E-4,7.994059588294119E-4,8.208203734965692E-4,8.246194600178645E-4,8.621709485918661E-4,8.645785503282104E-4,8.649108898449201E-4,8.66632348655783E-4,8.862219481989544E-4,8.919279414592921E-4,9.00589621986286E-4,9.007593393786335E-4,9.540934435203127E-4,9.556095652240882E-4,9.715401264496723E-4,9.807661348300342E-4,9.830860616307409E-4,0.0010049491235425713,0.0010047064547505126,0.0010086136066639335,0.0010112171818608398,0.0010195684048267316,0.0010184024310536447,0.001018475383776858,0.001020993086048256,0.0010210318774593308,0.0010166998751941923,0.0010163926029265464,0.001001593732852039,9.957498671822258E-4,9.923719065646603E-4,9.759133823256809E-4,9.74671356493411E-4,9.744309317355394E-4,9.738943589332326E-4,9.554810680577337E-4,9.37746750973262E-4,9.09317173431917E-4,9.003717560291021E-4,8.986226005303931E-4,8.777675032747834E-4,8.767545694138329E-4,7.829403618317152E-4,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014966244077491996,-0.014536466516086519,-0.014206277639955866,-0.013425413139115851,-0.013235045433095626,-0.011671650239229522,-0.011439280612549188,-0.010650544898091838,-0.010281112594162175,-0.0099580430099607,-0.009907009432304706,-0.0071720897791420525,-0.006947465025367715,-0.0052222395901667645,-0.00511826184211487,-0.00505881875124228,-0.004891911838319798,-0.003708304496798499,-0.0032945482398460523,-0.0027955500062048916,-0.0023885004797636455,-7.504032869903275E-4,-4.1912097717842177E-4,-3.5957520685911404E-4,6.5482041913896E-4,6.718238994213033E-4,0.001955791528336477,0.0019734377629223657,0.0027267046944829607,0.0035597108605488273,0.0038933708749290044,0.005187257390090124,0.005409463648194616,0.007172187002578923,0.008199766935943036,0.00996027035397622,0.010180881106950587,0.010264459917779436,0.010736660527306978,0.011269435276744906,0.01496033485548759,0.015,,,,,,,,,,,,,,,,,,,,,
8.248420400630992E-4,8.258119596450675E-4,8.388647012707749E-4,8.453217503701113E-4,8.625986060498969E-4,8.681516591704751E-4,9.047320170058297E-4,9.116930436380724E-4,9.32885976738821E-4,9.428124374770968E-4,9.512181171160826E-4,9.525459174587483E-4,0.0010061461420465916,0.0010100598978992994,0.0010365902100653974,0.0010381891675453067,0.0010392172982263991,0.0010412025792455133,0.0010610844141514747,0.0010609458408233686,0.0010657093564701435,0.0010679511909908893,0.001076973048520617,0.0010753896198997255,0.001075476830887905,0.0010792443222723681,0.001079307473634448,0.0010762421901778056,0.001075882784414697,0.001060540787511939,0.0010521711810443043,0.001047599731780523,0.001029872295761144,0.0010263560766794473,0.0010085592794365507,9.869333551899577E-4,9.517431947530546E-4,9.473334743788977E-4,9.464664655417515E-4,9.363516797011742E-4,9.249020480410826E-4,8.253683315703741E-4,8.243394941191019E-4,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014459303498021391,-0.01401228750163366,-0.013481702091146765,-0.013237159728181782,-0.011996153813662619,-0.011488591925236205,-0.010777187991539667,-0.010263889139568516,-0.00996365654815961,-0.009867801227380658,-0.007301686620469423,-0.006945647500600465,-0.005320959784910612,-0.005030746999175797,-0.004864514521241519,-0.004396613154703723,-0.003670093295308508,-0.003417077346252257,-0.0028686454699176234,-0.002523920708063834,-7.497098648561254E-4,-5.051220588618219E-4,-2.800559179532945E-4,6.820931856185777E-4,7.020480670549972E-4,0.0019163018289632787,0.0019351984181479494,0.0026505057421214,0.003671431622026624,0.0040796744040182305,0.005284175333125359,0.005809486564607835,0.007199950866495452,0.008363799307413985,0.010266129545727833,0.010300022071629677,0.01122992323222086,0.014522172820027195,0.014636496950195761,0.015,,,,,,,,,,,,,,,,,,,,,,,
8.656202788301504E-4,8.829533166790136E-4,8.923359655943627E-4,9.047590627309801E-4,9.122280215284335E-4,9.433035974697097E-4,9.59446020287501E-4,9.797794388910909E-4,9.944505981741704E-4,0.0010025517935534109,0.001005138263856738,0.0010585756835795772,0.001065267544739203,0.0010918486422633706,0.0010965967389504328,0.0010994438301059738,0.0011053207637655542,0.0011179560874185052,0.0011178939844027384,0.0011236049819701964,0.001125488114247198,0.0011351801180565085,0.0011336738391543358,0.0011341383170851047,0.001138638380646565,0.0011387317115393466,0.001136819787667594,0.0011364036339216782,0.0011206506417047598,0.0011093472819274097,0.001103467580273499,0.0010861197999393107,0.0010772340123180455,0.001062248136800178,0.0010363868087731886,9.955397814056532E-4,9.946398642181145E-4,9.737903232972688E-4,8.798637677223629E-4,8.767090962458637E-4,8.666785567512951E-4,,,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.01436163320388512,-0.013766550959141585,-0.013551586289989337,-0.013239268872573862,-0.012397831983522904,-0.011549895165699759,-0.010934851525829986,-0.010241789252629455,-0.009970189796097411,-0.009818076759690497,-0.007463257249722918,-0.006943036307548308,-0.005444080539608669,-0.004920653382293699,-0.00462011500804933,-0.003771658701268516,-0.0036220772246794066,-0.0035702222630077975,-0.0029600153647190933,-0.0026932166936844797,-7.487996014472285E-4,-6.128315179767217E-4,-1.8030245664811886E-4,7.162271522708971E-4,7.398788021944804E-4,0.0018667304412834547,0.0018871853608824866,0.0025547801680180122,0.0038111055271433728,0.004312447244728429,0.0054053316137310375,0.006307381127102954,0.00723433577904568,0.008568068922180483,0.0101033274543578,0.010403571540979324,0.011179816807357666,0.013961128484303496,0.014059619319959495,0.015,,,,,,,,,,,,,,,,,,,,,,,
9.06880473870932E-4,9.284425778479893E-4,9.418146906815241E-4,9.471322162841155E-4,9.571639863614183E-4,9.795975236581134E-4,0.0010081206580535994,0.0010267548518275403,0.0010477528036134673,0.0010554158795887452,0.001059707691397577,0.0011118296439213342,0.0011223682848655785,0.001148650802539268,0.0011578285139883051,0.0011631426914591428,0.0011743896625589583,0.0011771091176602765,0.0011771009969163287,0.0011838972731323964,0.0011853696904018782,0.0011961006033205331,0.0011951217369276887,0.0011961401254328287,0.0012009361865151756,0.0012010627130198254,0.0011997675995271291,0.0011992847890786292,0.0011835271251734356,0.001168382885667084,0.0011607566559049423,0.001144132092240833,0.001127833093726259,0.0011171233049486044,0.0010857631498082472,0.001050603629690936,0.0010421677562874262,0.0010238173061162164,9.39816280560536E-4,9.369277282468457E-4,9.093481187228875E-4,,,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014249013494941058,-0.013636449229575836,-0.013486115663830442,-0.013241354941130391,-0.012851263132741857,-0.011619725176435508,-0.011114278191857431,-0.010216145813245155,-0.009977359569397794,-0.009760714494680599,-0.00764746873434505,-0.00693984481830506,-0.005584588593276336,-0.004794167523188963,-0.004339081033955772,-0.003759710496997276,-0.003515973125353542,-0.003064523717163037,-0.002886806414669027,-7.477349815144581E-4,-7.362145667186779E-4,-6.587707889550015E-5,7.553266350482299E-4,7.832200740025587E-4,0.0018098564091238722,0.0018320955813666238,0.0024448612965102014,0.003970832457450384,0.004578366021112008,0.005543897717383506,0.006873381710089114,0.007273449832936707,0.00880059274680679,0.009915692914960972,0.01052149925556916,0.011122043866065655,0.013303442831047958,0.013382269833714319,0.015,,,,,,,,,,,,,,,,,,,,,,,,
9.486556760130661E-4,9.753329508218343E-4,9.900267239019594E-4,9.94748501515976E-4,0.0010030311475619507,0.0010140590358586265,0.0010577412485156226,0.0010739253130391904,0.001102682893576148,0.0011097577355388506,0.0011161765712344358,0.0011658463063072418,0.0011812616599257916,0.0012067904025416262,0.0012216794365735232,0.0012302004370367031,0.0012382971649112689,0.0012410504006911494,0.0012463629399366493,0.0012473659556230022,0.0012594386248092535,0.0012593463046893512,0.001260981291176713,0.001265766657730454,0.001265929200017556,0.001264918710534392,0.0012643596935118734,0.0012489568510930188,0.0012291022847090633,0.001219323631323264,0.0012037827618872825,0.001178166537860694,0.0011732076824066593,0.0011352005897581011,0.0011081065266524892,0.0010901170404680042,0.0010750703534667225,0.0010053703052438317,0.0010029173422443868,9.525763156068489E-4,,,,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014134254750702336,-0.013730176320955568,-0.013287554635055671,-0.013197389668335368,-0.011690444718124006,-0.011295435104700125,-0.010190020404424382,-0.009984575308627956,-0.009702303950090403,-0.00783386170407571,-0.006936578268439776,-0.005726957814426489,-0.004665412885523487,-0.004052522990447147,-0.003956099966506203,-0.0033929147437201344,-0.0031706363435879525,-0.003083247757824932,-0.0019738590665878807,-8.196010399831397E-4,-5.878260701196302E-4,-5.826448145393841E-4,5.0571665746228234E-5,7.950941029308545E-4,8.273159318633906E-4,0.0017519959298208758,0.001776056462443644,0.002332937641512975,0.004132953023906462,0.0048479079906009435,0.005684585336096785,0.007278633042848794,0.007588529196681362,0.00903539486777211,0.00972421494321794,0.01064075462453705,0.011063271471410178,0.012619626559581591,0.01267702852845452,0.015,,,,,,,,,,,,,,,,,,,,,,,
9.909788855446517E-4,0.0010232510316132387,0.0010335593037725094,0.001048295276706829,0.0010518482115900573,0.0011080774786579022,0.001121409991224546,0.0011587203626229358,0.0011650994459974566,0.0011738639897475522,0.0012203539534264573,0.001241276673044528,0.0012656442727829928,0.0012870289160784023,0.0012991456618082072,0.001300563105975152,0.0013072727906855177,0.0013100293263631606,0.0013105337083260172,0.0013169367830613674,0.0013267409949130322,0.0013257262502579734,0.001325739334137691,0.0013273383535520233,0.001332032881747104,0.0013322360539778744,0.0013314775454848619,0.0013308357266386551,0.0013159808254015052,0.0012908306619834353,0.0012786864088702135,0.0012644745746552867,0.0012318362986118517,0.0012229492370736622,0.0011849405065437583,0.00116723686193445,0.0011385481725636774,0.0011273606980130959,0.0010748932088796622,0.0010730037077914126,9.965384364838234E-4,,,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014017305024467802,-0.01382495898442507,-0.013615795568813862,-0.01285445227764271,-0.01176206818195149,-0.01147834107627354,-0.010163402955035417,-0.00999183792909623,-0.009642822010768607,-0.008022465830995043,-0.006933235201211314,-0.005871217765798723,-0.004534338542046195,-0.004155417451670709,-0.004012634874246447,-0.00327982866885969,-0.0032704415144595798,-9.001783110638203E-4,-4.088648293855083E-4,-3.9786065360399546E-4,1.690872320172978E-4,8.355436716972302E-4,8.721823409873243E-4,0.0016931280107770862,0.001719047852738527,0.0022189636797376976,0.0042975106074582825,0.005121130544317086,0.005827433785769286,0.007176884716973697,0.0087422609035996,0.009272500008285629,0.009528792705572029,0.010761355454487049,0.011003478692470446,0.01190820440524274,0.011942269069840587,0.015,,,,,,,,,,,,,,,,,,,,,,,,,
0.0010338590337914003,0.001072221867982363,0.0010774230912619072,0.0010847820617837613,0.0011163522843261392,0.001159140849493159,0.0011692122539936401,0.0012158883503096676,0.0012214607783440062,0.0012327968072174474,0.0012753592879919662,0.001302435089923673,0.0013252238738881515,0.00135391064568758,0.0013617998392462445,0.0013678360107088514,0.0013750425860686454,0.0013751508572377655,0.001395836705407796,0.0013937336335007055,0.0013937623882824414,0.0013952438679525406,0.0013997651835722567,0.0014000137444351787,0.001399474063454095,0.001398742617236564,0.0013846352186927618,0.0013535862970975227,0.0013388575476046501,0.001326226766046558,0.0012969558589367442,0.001249652218958177,0.0012349862205345901,0.001228037227590148,0.0011874676225352382,0.0011807100813716245,0.0011486090657071941,0.0011474261890533767,0.0010412481722244654,,,,,,,,,,,,,,,,,,,,,,,,,
0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.013991216709936692,-0.01395178685734587,-0.01392622483422976,-0.013912521468173364,-0.013789264232866373,-0.012501462775797221,-0.01183461027111096,-0.011663015192122256,-0.010136283111386094,-0.009999148370263184,-0.009582244876927867,-0.00821331132772835,-0.006929814121911224,-0.006017398639436285,-0.004400892029530274,-0.004357578291563925,-0.004034652750583716,-0.0034213088670161686,-0.0032043296017102638,-9.821922961516828E-4,-2.2668635607304803E-4,-2.0973262874316237E-4,2.897143279794387E-4,8.766898578417316E-4,9.178357202552605E-4,0.0016332310594872092,0.0016610490264901794,0.0021028924991372093,0.004464549643886675,0.0053980922922425775,0.005972483359887072,0.00707304022292525,0.009178649050468633,0.009335940326547037,0.009501757101066946,0.010268216858633748,0.010883319871850781,0.010942644009657502,0.011167587920684563,0.011176236169417517,0.015,,,,,,,,,,,,,,,,,,,,,,
0.0010773052494109894,0.0011184718390402275,0.0011201618401970885,0.001121257452932095,0.0011220540444368532,0.0011275080650966444,0.00118357591383841,0.0012109431117587363,0.001217335518175575,0.0012742106454065492,0.0012788620224705714,0.0012930026795420916,0.001330869134671764,0.0013647592435645462,0.001385540909735269,0.001422359334427834,0.0014233068190013273,0.0014375146084343122,0.0014439208980960895,0.001446574583229948,0.0014664958416196682,0.0014633356946717614,0.0014633815141297016,0.0014647313287387042,0.0014689947491615379,0.0014692936067820083,0.0014689390796545185,0.00146811094153652,0.0014549573051888822,0.0014173879141792661,0.0013998498736045662,0.0013890590502095815,0.001363839049586246,0.001296940415661855,0.0012919131671781288,0.0012866134318777042,0.001258125516877756,0.0012368819765092094,0.0012351408565224125,0.0012267591409874596,0.0012264431266586174,0.0010867195597395133,,,,,,,,,,,,,,,,,,,,,,
