1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014299579703526494,-0.01413677158131392,-0.014111001469319337,-0.01165857548997139,-0.011323229973836495,-0.010749224821135342,-0.009394149188426772,-0.008298697781300782,-0.00615504539218871,-0.005641046395354531,-0.005588453006030799,-0.003948178471269468,-0.0038240775582366222,-0.0036322595576967157,-0.0020211326890591814,-7.832174646825504E-4,3.4354309458798325E-4,9.137024611541415E-4,0.0015447696575873124,0.0020629740703923156,0.0034028178581251706,0.0045785221862609665,0.00474056910406926,0.005198993791292107,0.0060585440375012165,0.006348758680513156,0.007129331067755967,0.008337577490559037,0.009470230927617836,0.01004721223927571,0.010150240499237604,0.011422625791218232,0.013325369440587955,0.013744096515449021,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.958924546715697E-13,2.024214355748314E-13,2.0401536875880381E-13,2.0437276197395152E-13,2.2777333676462816E-13,2.3096717647281296E-13,2.3643401697370747E-13,2.47556991731092E-13,2.525431981838605E-13,2.6644009102738987E-13,2.6864058490412174E-13,2.688657437699489E-13,2.78884020487295E-13,2.797440573657801E-13,2.8042752163656633E-13,2.873890491490407E-13,2.927379642843811E-13,2.947449941965237E-13,2.993224687595669E-13,2.9463398649791694E-13,2.9321753919628357E-13,2.8955524286910294E-13,2.846604991050561E-13,2.8398585827789953E-13,2.845434114141536E-13,2.8672567475398355E-13,2.874624842411775E-13,2.788383521591878E-13,2.648033821025432E-13,2.626294761202813E-13,2.6149346836149144E-13,2.6053938930329546E-13,2.487566399733132E-13,2.285660102837048E-13,2.2534170877378162E-13,2.1439165220118928E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014402741397120606,-0.014137760173503756,-0.014095699492720321,-0.01165864047979985,-0.011319330843304368,-0.010749545478741754,-0.00937638195537721,-0.008309627546459478,-0.006143870628280994,-0.005624443195346482,-0.005573057060693354,-0.0039704169699677355,-0.0038361417827809836,-0.0036285513123170826,-0.0020360686087063217,-7.710496128442938E-4,3.395879622049621E-4,9.228723130195148E-4,0.0015318647663158103,0.0020319885019467777,0.003395340585016806,0.004591508847190562,0.004756344054886442,0.005204920745146165,0.0060461939428451406,0.0063394200438207995,0.0071048534349592955,0.008348981135467011,0.009459187592399852,0.010054268897747798,0.010160506125348207,0.011424719664204417,0.013349892967245536,0.013713241917019527,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.860185404013004E-4,5.988238665690337E-4,6.044554630630357E-4,6.06035006747317E-4,6.677054680900589E-4,6.746862482324113E-4,6.864087162395784E-4,7.096188121347957E-4,7.212015297892712E-4,7.520746793137079E-4,7.573618130990386E-4,7.578848608847268E-4,7.776547572754396E-4,7.794550619730962E-4,7.808854756449807E-4,7.924777443837139E-4,8.016862840597714E-4,8.019769466007808E-4,8.106059855888346E-4,8.029039099884334E-4,7.999024427816942E-4,7.917203544762641E-4,7.716913268373327E-4,7.689312728924052E-4,7.665853153576282E-4,7.648711611364382E-4,7.642736920144867E-4,7.469094978041021E-4,7.169794792505368E-4,7.056872028061848E-4,7.011584034160369E-4,6.99017852773318E-4,6.735454909256333E-4,6.260429125972544E-4,6.193417942252492E-4,5.928044583884102E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015,-0.014707262787944769,-0.014140745049104154,-0.014050064453497078,-0.011658873068614161,-0.011307740108716675,-0.010750538554041443,-0.00932339161097678,-0.008342233639232942,-0.006110550136246269,-0.005574912617465004,-0.005527127054158618,-0.004036750598443941,-0.0038721474080981484,-0.0036174988007707277,-0.0020806445845476113,-7.347313253190206E-4,3.2778237132810757E-4,9.502336461758056E-4,0.0014933551981008326,0.0019395066593484098,0.0033730375704342473,0.004630260020816422,0.004803408188503579,0.005222621173654907,0.006009352901450823,0.006311571908510862,0.007031779849949803,0.008382995750620403,0.009426276796060583,0.010075336244403574,0.010191134080272723,0.01143099784146933,0.013422870293553307,0.013621146919694418,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.503255688376711E-4,7.577911049161364E-4,7.723225746812923E-4,7.769386880652165E-4,8.569143544764866E-4,8.666907712938702E-4,8.822046514246036E-4,9.197217794601964E-4,9.358566725893832E-4,9.700750133050595E-4,9.727109423623177E-4,9.729461001890571E-4,9.947047150661264E-4,9.977449041974709E-4,0.0010001060943711122,0.0010132934648275607,0.0010248424175937595,0.001023925547112926,0.0010362581073725503,0.001029460965009811,0.001027356700649736,0.0010205954810477017,9.920516069870063E-4,9.881204653733643E-4,9.842780765776055E-4,9.814572841421072E-4,9.803736910202604E-4,9.604707904087022E-4,9.19582091527882E-4,9.03691026794749E-4,8.958267533847723E-4,8.93075586843556E-4,8.636184586522742E-4,8.015211259602767E-4,7.9677226326819E-4,7.606550260014451E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
