,file,v,R,maxFR,timingFR,spikes,stimulus,repet,delta,m,S,pval,R2,adjR,mu,NPTS,TPTS,residuals,keeppoints,var,year
321,2024_10_16_0017,10,15,116.42010930946,-0.13944191525717653,"[-0.42712351 -0.41682351 -0.40932351 -0.39802351 -0.39352351 -0.37702351
 -0.35642351 -0.35052351 -0.33592351 -0.32542351 -0.30802351 -0.29992351
 -0.29292351 -0.28482351 -0.27082351 -0.26002351 -0.25482351 -0.24272351
 -0.23702351 -0.22812351 -0.21022351 -0.20342351 -0.18592351 -0.17992351
 -0.16692351 -0.16172351 -0.15692351 -0.15192351 -0.14242351 -0.13632351
 -0.12742351 -0.12052351 -0.10562351 -0.10092351 -0.09622351 -0.08682351
 -0.07762351 -0.06702351 -0.04742351 -0.04192351 -0.03632351 -0.02242351
 -0.00592351  0.01757649  0.03767649  0.04347649  0.05847649  0.08127649
  0.09907649  0.11387649  0.13837649  0.15557649  0.17337649  0.17787649
  0.19767649]",LOOM,0,0.02124248496993988,1.26473375846314e-08,3.8222356801227904e-09,0.7653621693860759,0.009318878145358034,-0.08974923404010626,4.344437920790712e-09,12,12,"0.6028244281038444,1.0430726791338556,1.9575332833668553,1.304678234970101,1.2635803239477834,0.9663613923048372,0.6721751679975327,0.46274942549606707,1.1522646984964098,0.5905810758186153,0.21729005523181752,0.2784249597399728",12,3.8222356801227904e-09,2024
322,2024_10_16_0017,5,15,112.64437418834748,-0.11944328657317171,"[-0.84382164 -0.82632164 -0.78372164 -0.77552164 -0.76042164 -0.74542164
 -0.73462164 -0.72732164 -0.71672164 -0.67552164 -0.65902164 -0.64732164
 -0.58832164 -0.57352164 -0.56702164 -0.54742164 -0.53722164 -0.53202164
 -0.52692164 -0.51742164 -0.50742164 -0.49742164 -0.48372164 -0.47712164
 -0.46562164 -0.45532164 -0.44492164 -0.43512164 -0.42582164 -0.41482164
 -0.40542164 -0.39542164 -0.38482164 -0.37562164 -0.35562164 -0.33562164
 -0.31582164 -0.29902164 -0.27502164 -0.25952164 -0.25392164 -0.22832164
 -0.21802164 -0.20332164 -0.19872164 -0.18812164 -0.18282164 -0.15742164
 -0.15282164 -0.14712164 -0.14172164 -0.12682164 -0.12192164 -0.11712164
 -0.11192164 -0.10142164 -0.09142164 -0.08602164 -0.07592164 -0.06572164
 -0.05872164 -0.05082164 -0.03592164 -0.01532164  0.00527836  0.01087836
  0.02547836  0.04707836  0.05187836  0.06447836  0.08227836  0.10017836
  0.12097836  0.14107836  0.16107836  0.18357836  0.19427836]",LOOM,0,0.02124248496993988,1.26473375846314e-08,3.8222356801227904e-09,0.7653621693860759,0.009318878145358034,-0.08974923404010626,4.344437920790712e-09,12,12,"0.6028244281038444,1.0430726791338556,1.9575332833668553,1.304678234970101,1.2635803239477834,0.9663613923048372,0.6721751679975327,0.46274942549606707,1.1522646984964098,0.5905810758186153,0.21729005523181752,0.2784249597399728",12,3.8222356801227904e-09,2024
323,2024_10_16_0017,50,15,98.31086020867407,-0.12458747896311517,"[-0.18912591 -0.18422591 -0.17162591 -0.16642591 -0.15712591 -0.15182591
 -0.13912591 -0.12622591 -0.11882591 -0.11132591 -0.10372591 -0.09702591
 -0.09142591 -0.08422591 -0.07482591 -0.06692591  0.01237409  0.02577409
  0.05567409  0.06917409  0.08367409  0.09897409  0.11977409  0.12907409
  0.15977409  0.17967409]",LOOM,0,0.02124248496993988,1.26473375846314e-08,3.8222356801227904e-09,0.7653621693860759,0.009318878145358034,-0.08974923404010626,4.344437920790712e-09,12,12,"0.6028244281038444,1.0430726791338556,1.9575332833668553,1.304678234970101,1.2635803239477834,0.9663613923048372,0.6721751679975327,0.46274942549606707,1.1522646984964098,0.5905810758186153,0.21729005523181752,0.2784249597399728",12,3.8222356801227904e-09,2024
324,2024_10_17_0002,20,15,42.117150856107564,-0.040432528839536186,"[-0.21121673 -0.17781673 -0.11901673 -0.08321673 -0.07161673 -0.05241673
 -0.02651673 -0.00511673  0.02518327  0.03698327  0.11718327  0.14478327]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
325,2024_10_17_0002,40,15,57.92482549244673,-0.030447523553910782,"[-0.14142812 -0.10902812 -0.08812812 -0.06202812 -0.03352812 -0.02752812
 -0.02544812 -0.02352812  0.00637188  0.01767188  0.06487188  0.11637188
  0.15617188]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
326,2024_10_17_0002,5,15,35.853776119642,-0.11445267644859647,"[-0.81302483 -0.80192483 -0.75032483 -0.70902483 -0.68982483 -0.65432483
 -0.62982483 -0.58592483 -0.55362483 -0.50782483 -0.41412483 -0.37942483
 -0.23892483 -0.20312483 -0.17292483 -0.14752483 -0.12062483 -0.08702483
 -0.07142483 -0.03742483 -0.00312483  0.08297517  0.17027517]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
327,2024_10_17_0002,10,15,32.61389799995869,-0.017452056708397223,"[-0.43332681 -0.42452681 -0.36862681 -0.33702681 -0.31882681 -0.28732681
 -0.24732681 -0.15532681 -0.08252681 -0.06432681 -0.03952681  0.00827319
  0.02297319  0.04247319  0.19907319]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
328,2024_10_17_0002,30,15,51.39706449513392,-0.06344809418569974,"[-0.16642572 -0.13562572 -0.10562572 -0.08732572 -0.07442572 -0.05712572
 -0.04772572 -0.02732572  0.00367428  0.01677428  0.10847428  0.12357428]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
329,2024_10_17_0002,20,30,74.2644978187045,-0.09144663755759674,"[-0.24412673 -0.21182673 -0.18832673 -0.16642673 -0.15652673 -0.13332673
 -0.12192673 -0.10502673 -0.09542673 -0.08642673 -0.07712673 -0.06802673
 -0.05902673 -0.04362673 -0.01052673  0.00637327  0.02237327  0.03577327
  0.05297327  0.15657327  0.17657327]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
330,2024_10_17_0002,40,30,72.6202497589448,0.010550235901007121,"[-0.09982405 -0.05472405 -0.04512405 -0.03642405 -0.03252405 -0.00902405
  0.00227595  0.01367595  0.02297595  0.03757595  0.05087595  0.06487595
  0.08087595  0.09337595  0.13617595  0.15337595  0.16757595  0.18357595
  0.19847595]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
331,2024_10_17_0002,5,30,83.47295382531672,-0.06245309914802033,"[-0.79042673 -0.74012673 -0.72512673 -0.65522673 -0.59852673 -0.57402673
 -0.52572673 -0.49172673 -0.45212673 -0.39912673 -0.38242673 -0.35932673
 -0.34082673 -0.24842673 -0.24662673 -0.22452673 -0.19132673 -0.17622673
 -0.16482673 -0.14572673 -0.13612673 -0.13552673 -0.10492673 -0.09812673
 -0.08462673 -0.07942673 -0.04912673 -0.04442673 -0.03892673 -0.03482673
 -0.02762673 -0.01882673 -0.00252673  0.01497327  0.05917327  0.11887327
  0.17237327]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
332,2024_10_17_0002,10,30,92.1144822043156,-0.07545069598688758,"[-0.41752498 -0.41072498 -0.31962498 -0.29892498 -0.19942498 -0.18922498
 -0.17292498 -0.14402498 -0.13452498 -0.12842498 -0.11442498 -0.09902498
 -0.09342498 -0.08212498 -0.07162498 -0.06752498 -0.05562498 -0.04742498
 -0.04252498 -0.02942498 -0.02322498  0.01627502  0.03167502  0.04447502
  0.04687502  0.05967502  0.06167502  0.08967502  0.09517502  0.10417502
  0.19497502]",LOOM,0,0.06933867735470942,3.5972431139140714e-08,3.8130765735089565e-09,0.3774164573773671,0.1314535026255641,-0.013304246936841846,6.032385548756216e-09,8,8,"0.891652616944058,1.8059380090766795,0.01515637974030307,0.02757060036567085,0.2608640219613727,1.3974310625959232,1.1060759089935046,0.7255500431271642",8,3.8130765735089565e-09,2024
333,2024_10_18_0009,20,15,73.76467631873797,-0.05444903901500764,"[-0.2122256 -0.0995256 -0.0907256 -0.0818256 -0.0705256 -0.0615256
 -0.0534256 -0.0456256 -0.0347256 -0.0294256 -0.0254256  0.0249744
  0.0570744]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
334,2024_10_18_0009,40,15,90.0956759403664,-0.053440677516365276,"[-0.13701136 -0.11791136 -0.09001136 -0.08511136 -0.06451136 -0.06121136
 -0.05031136 -0.04621136 -0.04121136 -0.03851136 -0.03601136 -0.03311136
 -0.03001136  0.01658864  0.09228864]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
335,2024_10_18_0009,5,15,30.88837351251632,-0.08245447875032941,"[-0.62722579 -0.54252579 -0.46662579 -0.35652579 -0.26372579 -0.25762579
 -0.18942579 -0.15282579 -0.11112579 -0.07062579 -0.06152579 -0.03622579
  0.07807421]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
336,2024_10_18_0009,10,15,44.88189492203282,-0.07849356231259774,"[-0.44136985 -0.36836985 -0.32086985 -0.26776985 -0.19756985 -0.16226985
 -0.14186985 -0.10606985 -0.08796985 -0.06806985 -0.04956985 -0.04596985
 -0.00996985  0.08073015  0.18553015]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
337,2024_10_18_0009,30,15,131.1174296235348,-0.06845310039970132,"[-0.17792766 -0.15072766 -0.12582766 -0.10482766 -0.09212766 -0.08512766
 -0.08042766 -0.07482766 -0.07242766 -0.06982766 -0.06692766 -0.06452766
 -0.06192766 -0.05982766 -0.05742766 -0.05492766 -0.04862766 -0.03272766
 -0.02972766 -0.02042766  0.08457234  0.09527234  0.11657234]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
338,2024_10_18_0009,20,30,96.82491317486253,-0.07145290814397931,"[-0.23272839 -0.21622839 -0.20192839 -0.14222839 -0.11752839 -0.10732839
 -0.09872839 -0.08812839 -0.08012839 -0.07722839 -0.07042839 -0.06312839
 -0.06042839 -0.05242839 -0.04772839 -0.04212839 -0.00852839  0.00407161
  0.03567161  0.18797161]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
339,2024_10_18_0009,40,30,102.39741031717308,-0.05144197548060314,"[-0.1135182 -0.0878182 -0.0855182 -0.0832182 -0.0599182 -0.0579182
 -0.0552182 -0.0469182 -0.0446182 -0.0422182 -0.0365182 -0.0324182
 -0.0292182 -0.0266182  0.0353818  0.0499818  0.0856818  0.1582818]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
340,2024_10_18_0009,5,30,50.16337232220583,-0.06444462215108149,"[-0.78922231 -0.74802231 -0.73032231 -0.69602231 -0.65342231 -0.60532231
 -0.53172231 -0.48832231 -0.44552231 -0.31582231 -0.29542231 -0.20022231
 -0.17052231 -0.11402231 -0.10352231 -0.07292231 -0.06522231 -0.04812231
 -0.03532231 -0.03312231  0.02407769]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
341,2024_10_18_0009,10,30,73.31961289528842,-0.11446184398220671,"[-0.42462793 -0.42302793 -0.40962793 -0.28902793 -0.26182793 -0.19942793
 -0.19142793 -0.18172793 -0.15562793 -0.14542793 -0.14132793 -0.12692793
 -0.10812793 -0.09122793 -0.08472793 -0.07562793 -0.06562793 -0.06052793
 -0.01402793  0.00337207  0.03347207  0.12777207]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
342,2024_10_18_0009,30,30,129.67497119051063,-0.08145154861380799,"[-0.16872591 -0.16572591 -0.14202591 -0.13432591 -0.11542591 -0.11222591
 -0.10052591 -0.09902591 -0.09182591 -0.08662591 -0.08062591 -0.07592591
 -0.06912591 -0.06652591 -0.06272591 -0.05712591 -0.05442591 -0.05142591
 -0.04762591 -0.04062591 -0.00642591]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
343,2024_10_18_0009,15,30,88.66634815803104,-0.05944476582729841,"[-0.24022052 -0.12852052 -0.11682052 -0.10542052 -0.09532052 -0.08072052
 -0.06902052 -0.06552052 -0.05732052 -0.04512052 -0.04152052 -0.03522052
 -0.02952052 -0.02672052  0.02137948  0.03637948  0.07117948]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
344,2024_10_18_0009,20,7,17.63066853122174,-0.03344910153256209,[-0.04972311 -0.04002311  0.04747689],LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
345,2024_10_18_0009,40,7,24.321220525121653,-0.030449525146711398,[-0.03792012 -0.03132012 -0.02812012  0.08807988  0.16957988],LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
346,2024_10_18_0009,5,7,20.183670712272523,-0.2364766277321857,"[-0.71485072 -0.70735072 -0.58215072 -0.27995072 -0.23125072 -0.20775072
 -0.05985072 -0.01375072  0.03604928]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
347,2024_10_18_0009,10,7,14.153755204063929,-0.2264444905843741,[-0.34332091 -0.24852091 -0.19282091 -0.06052091  0.02487909  0.17107909],LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
348,2024_10_18_0009,30,7,23.529883688882098,-0.07445539518872613,[-0.08712552 -0.07222552 -0.06482552],LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
349,2024_10_18_0009,20,7,40.91312818908982,-0.13245328554880498,"[-0.16682451 -0.16022451 -0.15162451 -0.14342451 -0.10132451 -0.07422451
 -0.03432451 -0.02482451]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
350,2024_10_18_0009,40,7,78.24666662395563,-0.050454583635280104,"[-0.12192987 -0.08392987 -0.08012987 -0.07572987 -0.04952987 -0.04472987
 -0.04042987 -0.03742987 -0.03422987 -0.03152987 -0.02912987  0.03977013
  0.18707013]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
351,2024_10_18_0009,5,7,16.65294663494172,-0.03945468158359311,"[-0.67862711 -0.57712711 -0.44872711 -0.15002711 -0.03692711 -0.03382711
  0.11587289]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
352,2024_10_18_0009,10,7,46.716538440545314,-0.05545244434799235,"[-0.36822746 -0.34742746 -0.27882746 -0.15102746 -0.08742746 -0.05912746
 -0.04852746 -0.04592746 -0.04172746 -0.03882746]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
353,2024_10_18_0009,30,7,65.45103771198315,-0.0784492987599541,"[-0.15402451 -0.12192451 -0.08852451 -0.08392451 -0.07682451 -0.07322451
 -0.06912451 -0.06532451 -0.06302451  0.00097549  0.04597549]",LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
354,2024_10_18_0009,15,7,7.9987220360279965,-0.10945023241692142,[-0.28252424 -0.10922424],LOOM,0,0.04529058116232465,1.0147151478955081e-08,3.1227489253116228e-09,0.46177352648907743,0.03929280110471178,-0.029329141673523074,3.196008431225685e-09,16,16,"0.05845078624792698,1.042822625253463,0.7658665985315699,0.39806109961121067,1.1720031403493958,0.2985351066210444,2.5047117337985694,1.2833194305597746,0.6981185261090185,1.0516740435229228,0.38050379473223844,0.5886227730764771,0.8183088311738304,1.0838516487671492,0.03382628301462972,0.4587727294189332",16,3.1227489253116228e-09,2024
355,2024_10_21_0007,20,7,0.0,0,[],LOOM,0,0.07134268537074148,1.584990440376072e-08,4.19779640837865e-09,0.22488300852061535,0.15873153016457786,0.06525725573841978,4.064734874722827e-09,11,12,"0.878119554600104,1.2188500957535235,0.022749954694370095,0.21182366064090916,0.24762951634422922,0.6828387044112836,2.283457063723257,0.5013746784690152,1.1061898801420926,0.8892530598478108,0.18578210190621094",11,4.19779640837865e-09,2024
356,2024_10_21_0007,40,7,7.978820682159651,-0.02845023048499895,[-0.02832525],LOOM,0,0.07134268537074148,1.584990440376072e-08,4.19779640837865e-09,0.22488300852061535,0.15873153016457786,0.06525725573841978,4.064734874722827e-09,11,12,"0.878119554600104,1.2188500957535235,0.022749954694370095,0.21182366064090916,0.24762951634422922,0.6828387044112836,2.283457063723257,0.5013746784690152,1.1061898801420926,0.8892530598478108,0.18578210190621094",11,4.19779640837865e-09,2024
357,2024_10_21_0007,5,7,7.978555773431954,0.029549501238232967,[0.02997568],LOOM,0,0.07134268537074148,1.584990440376072e-08,4.19779640837865e-09,0.22488300852061535,0.15873153016457786,0.06525725573841978,4.064734874722827e-09,11,12,"0.878119554600104,1.2188500957535235,0.022749954694370095,0.21182366064090916,0.24762951634422922,0.6828387044112836,2.283457063723257,0.5013746784690152,1.1061898801420926,0.8892530598478108,0.18578210190621094",11,4.19779640837865e-09,2024
