,file,v,R,maxFR,timingFR,spikes,stimulus,repet,delta,m,S,pval,R2,adjR,mu,NPTS,TPTS,residuals,keeppoints,var,year
172,2023_04_19_0020,5,30,141.68803816445308,-0.7498212075443099,"[-0.80085986 -0.79705986 -0.79365986 -0.79025986 -0.78385986 -0.77855986
 -0.77325986 -0.76755986 -0.76015986 -0.75405986 -0.75045986 -0.74405986
 -0.73995986 -0.73605986 -0.73065986 -0.72685986 -0.72105986 -0.71685986
 -0.71315986 -0.70815986 -0.70425986 -0.64125986 -0.59805986 -0.59265986
 -0.58805986 -0.58335986 -0.54475986 -0.53745986 -0.53145986 -0.52505986
 -0.48945986 -0.47825986 -0.43015986 -0.39535986 -0.34705986 -0.29325986
 -0.28305986 -0.11435986 -0.06095986 -0.03075986  0.08364014  0.09304014
  0.16014014  0.19984014]",LOOM,0,0.02525050100200401,1.3839264162786905e-08,5.215003667274965e-09,0.27834439644491543,0.5207868101424533,0.28118021521368,4.382640994710458e-09,4,4,"1.0304248199484758,0.6185856129052377,1.0051422955298874,1.4083433427118277",4,5.215003667274965e-09,2023
173,2023_04_19_0020,10,30,44.47882067864715,-0.37435383285965107,"[-0.44339247 -0.40419247 -0.39329247 -0.38409247 -0.35219247 -0.34269247
 -0.33189247 -0.22569247 -0.21449247 -0.16009247 -0.14789247 -0.11269247
  0.01980753  0.07070753]",LOOM,0,0.02525050100200401,1.3839264162786905e-08,5.215003667274965e-09,0.27834439644491543,0.5207868101424533,0.28118021521368,4.382640994710458e-09,4,4,"1.0304248199484758,0.6185856129052377,1.0051422955298874,1.4083433427118277",4,5.215003667274965e-09,2023
174,2023_04_19_0020,20,30,95.02603118701367,-0.16141332134393516,"[-0.22935215 -0.21845215 -0.20945215 -0.19875215 -0.19305215 -0.18835215
 -0.17885215 -0.16225215 -0.15715215 -0.14695215 -0.13725215 -0.12745215
 -0.12095215 -0.11645215 -0.10435215 -0.09625215  0.00984785  0.06204785
  0.15624785]",LOOM,0,0.02525050100200401,1.3839264162786905e-08,5.215003667274965e-09,0.27834439644491543,0.5207868101424533,0.28118021521368,4.382640994710458e-09,4,4,"1.0304248199484758,0.6185856129052377,1.0051422955298874,1.4083433427118277",4,5.215003667274965e-09,2023
175,2023_04_19_0020,40,30,106.14832381174067,-0.03139133697710972,"[-0.11612994 -0.10442994 -0.09322994 -0.08212994 -0.07082994 -0.06002994
 -0.05602994 -0.04862994 -0.03692994 -0.02792994 -0.01792994 -0.01352994
 -0.00602994 -0.00172994  0.00587006  0.00997006  0.01607006  0.02807006
  0.09947006  0.13747006  0.14317006  0.15257006  0.19897006]",LOOM,0,0.02525050100200401,1.3839264162786905e-08,5.215003667274965e-09,0.27834439644491543,0.5207868101424533,0.28118021521368,4.382640994710458e-09,4,4,"1.0304248199484758,0.6185856129052377,1.0051422955298874,1.4083433427118277",4,5.215003667274965e-09,2023
176,2023_04_20_0001,10,30,30.849627067866262,-0.38869335162619945,"[-0.41213231 -0.40063231 -0.38923231 -0.36493231 -0.28263231 -0.11803231
 -0.05653231]",LOOM,0,0.07895791583166333,6.650365416570404e-08,4.354418712460806e-09,0.2653939346764982,0.8360483220030483,0.6720966440060967,7.348040804330619e-09,3,4,"0.9999999999999991,1.0000000000000098,1.0000000000000002",3,4.354418712460806e-09,2023
177,2023_04_20_0001,20,30,78.0179272868719,-0.12103649722629228,"[-0.19687509 -0.18847509 -0.17657509 -0.16507509 -0.15437509 -0.14207509
 -0.13067509 -0.11867509 -0.10707509 -0.09477509 -0.08287509 -0.07167509
 -0.05947509 -0.04697509 -0.02287509  0.05712491]",LOOM,0,0.07895791583166333,6.650365416570404e-08,4.354418712460806e-09,0.2653939346764982,0.8360483220030483,0.6720966440060967,7.348040804330619e-09,3,4,"0.9999999999999991,1.0000000000000098,1.0000000000000002",3,4.354418712460806e-09,2023
178,2023_04_20_0001,40,30,39.312971159311395,0.019478446848559594,"[-0.13166055 -0.10996055 -0.07866055 -0.05656055 -0.02456055  0.01523945
  0.02593945  0.05053945  0.05883945  0.10963945]",LOOM,0,0.07895791583166333,6.650365416570404e-08,4.354418712460806e-09,0.2653939346764982,0.8360483220030483,0.6720966440060967,7.348040804330619e-09,3,4,"0.9999999999999991,1.0000000000000098,1.0000000000000002",3,4.354418712460806e-09,2023
179,2023_04_20_0001,5,30,20.280508263685075,-0.08712291862540911,"[-0.71886154 -0.46696154 -0.37286154 -0.22536154 -0.17956154 -0.12706154
 -0.06716154 -0.04366154  0.08263846  0.13243846]",LOOM,0,0.07895791583166333,6.650365416570404e-08,4.354418712460806e-09,0.2653939346764982,0.8360483220030483,0.6720966440060967,7.348040804330619e-09,3,4,"0.9999999999999991,1.0000000000000098,1.0000000000000002",3,4.354418712460806e-09,2023
180,2023_04_20_0005,20,30,120.46140686800557,-0.02923612863442071,"[-0.0787748 -0.0740748 -0.0702748 -0.0597748 -0.0539748 -0.0502748
 -0.0468748 -0.0427748 -0.0373748 -0.0290748 -0.0233748 -0.0185748
 -0.0142748 -0.0079748 -0.0019748  0.0230252  0.0330252  0.0389252
  0.0476252  0.0721252  0.1222252  0.1835252]",LOOM,0,0.07855711422845692,6.020934115735879e-09,1.1726156056004454e-09,0.8943406694462451,0.011163894133067953,-0.483254158800398,1.0048596237934628e-08,4,4,"1.35584503366329,0.7364028374398639,0.9416582592475355,0.34516455769832954",4,1.1726156056004454e-09,2023
181,2023_04_20_0005,40,30,103.53424449484865,0.013776130452937796,"[-0.1288627 -0.0272627 -0.0239627 -0.0189627 -0.0135627 -0.0075627
 -0.0039627 -0.0003627  0.0036373  0.0081373  0.0203373  0.0368373
  0.0425373  0.0502373  0.0560373  0.0879373  0.0938373  0.1020373
  0.1709373  0.1783373  0.1913373]",LOOM,0,0.07855711422845692,6.020934115735879e-09,1.1726156056004454e-09,0.8943406694462451,0.011163894133067953,-0.483254158800398,1.0048596237934628e-08,4,4,"1.35584503366329,0.7364028374398639,0.9416582592475355,0.34516455769832954",4,1.1726156056004454e-09,2023
182,2023_04_20_0005,5,30,96.52834367091037,-0.031827564870200775,"[-0.23146641 -0.07766641 -0.06566641 -0.05756641 -0.05006641 -0.04506641
 -0.04016641 -0.03416641 -0.02926641 -0.02396641 -0.01896641 -0.01256641
 -0.00536641  0.00553359  0.04413359  0.08683359]",LOOM,0,0.07855711422845692,6.020934115735879e-09,1.1726156056004454e-09,0.8943406694462451,0.011163894133067953,-0.483254158800398,1.0048596237934628e-08,4,4,"1.35584503366329,0.7364028374398639,0.9416582592475355,0.34516455769832954",4,1.1726156056004454e-09,2023
183,2023_04_20_0005,10,30,117.42434643682441,-0.03832009958267846,"[-0.08145928 -0.07445928 -0.06645928 -0.06265928 -0.05905928 -0.05565928
 -0.04975928 -0.04635928 -0.04255928 -0.03815928 -0.03275928 -0.02835928
 -0.02275928 -0.01215928 -0.00115928  0.02044072  0.03424072  0.04724072
  0.08614072  0.11124072  0.13114072]",LOOM,0,0.07855711422845692,6.020934115735879e-09,1.1726156056004454e-09,0.8943406694462451,0.011163894133067953,-0.483254158800398,1.0048596237934628e-08,4,4,"1.35584503366329,0.7364028374398639,0.9416582592475355,0.34516455769832954",4,1.1726156056004454e-09,2023
184,2023_04_20_0016,20,30,59.20435605313096,-0.18832472995939942,"[-0.25576363 -0.22256363 -0.21176363 -0.20106363 -0.18846363 -0.17836363
 -0.16566363 -0.15506363 -0.14426363]",LOOM,0,0.011623246492985972,3.795946047329551e-08,5.761146775923967e-09,0.35087140733904437,0.7257747879848264,0.45154957596965284,5.586806346094823e-09,3,4,"1.000000000000001,0.9999999999999988,0.9999999999999981",3,5.761146775923967e-09,2023
185,2023_04_20_0016,40,30,12.985792418616658,-0.04401212937906829,[-0.07595101 -0.01175101],LOOM,0,0.011623246492985972,3.795946047329551e-08,5.761146775923967e-09,0.35087140733904437,0.7257747879848264,0.45154957596965284,5.586806346094823e-09,3,4,"1.000000000000001,0.9999999999999988,0.9999999999999981",3,5.761146775923967e-09,2023
186,2023_04_20_0016,10,30,22.33359977567419,-0.36032125820208094,[-0.38666018 -0.35316018 -0.34256018],LOOM,0,0.011623246492985972,3.795946047329551e-08,5.761146775923967e-09,0.35087140733904437,0.7257747879848264,0.45154957596965284,5.586806346094823e-09,3,4,"1.000000000000001,0.9999999999999988,0.9999999999999981",3,5.761146775923967e-09,2023
187,2023_04_20_0016,5,30,0.0,0.0,[],LOOM,0,0.011623246492985972,3.795946047329551e-08,5.761146775923967e-09,0.35087140733904437,0.7257747879848264,0.45154957596965284,5.586806346094823e-09,3,4,"1.000000000000001,0.9999999999999988,0.9999999999999981",3,5.761146775923967e-09,2023
188,2023_04_21_0003,20,7,49.638692490976055,-0.0681224864063188,"[-0.19886102 -0.08076102 -0.07786102 -0.07556102 -0.06676102 -0.06426102
 -0.06186102  0.01383898]",LOOM,0,0.12384769539078157,-3.2693472680887207e-09,3.2109202133949056e-10,0.4343816977509325,0.3199240638391174,-0.020113904241323866,5.077442724653613e-10,4,4,"1.3190499015329975,1.258167899269965,0.022816158030108676,1.128962161617682",4,3.2109202133949056e-10,2023
189,2023_04_21_0003,40,7,42.30404094629941,0.037178409973390614,"[-0.03016023  0.03033977  0.03703977  0.04003977  0.04873977  0.05653977
  0.19293977]",LOOM,0,0.12384769539078157,-3.2693472680887207e-09,3.2109202133949056e-10,0.4343816977509325,0.3199240638391174,-0.020113904241323866,5.077442724653613e-10,4,4,"1.3190499015329975,1.258167899269965,0.022816158030108676,1.128962161617682",4,3.2109202133949056e-10,2023
190,2023_04_21_0003,10,7,66.16703270897253,-0.07502181159603005,"[-0.13096071 -0.11176071 -0.10106071 -0.09036071 -0.08006071 -0.06856071
 -0.06026071 -0.04816071 -0.03526071 -0.02686071]",LOOM,0,0.12384769539078157,-3.2693472680887207e-09,3.2109202133949056e-10,0.4343816977509325,0.3199240638391174,-0.020113904241323866,5.077442724653613e-10,4,4,"1.3190499015329975,1.258167899269965,0.022816158030108676,1.128962161617682",4,3.2109202133949056e-10,2023
191,2023_04_21_0003,5,7,61.2559385409295,-0.1122236305907307,"[-0.21876251 -0.18996251 -0.18006251 -0.15936251 -0.13866251 -0.11806251
 -0.10726251 -0.09776251 -0.08686251 -0.07606251 -0.05266251 -0.03126251
  0.04243749]",LOOM,0,0.12384769539078157,-3.2693472680887207e-09,3.2109202133949056e-10,0.4343816977509325,0.3199240638391174,-0.020113904241323866,5.077442724653613e-10,4,4,"1.3190499015329975,1.258167899269965,0.022816158030108676,1.128962161617682",4,3.2109202133949056e-10,2023
192,2023_04_21_0005,20,7,17.953985892592762,-0.024423257335456028,[-0.1503619 -0.0614619 -0.0192619  0.0385381  0.1616381],LOOM,0,0.020440881763527055,8.601914427094057e-09,1.8243991040847185e-09,0.3112081330485226,0.47443423597850176,0.2116513539677527,2.162610585449566e-09,4,4,"0.664417720904153,1.4112293154360849,0.731349788412068,0.4438225466373455",4,1.8243991040847185e-09,2023
193,2023_04_21_0005,40,7,14.540172682445693,-0.049922997036051964,[-0.07446151 -0.02886151  0.08953849  0.15383849],LOOM,0,0.020440881763527055,8.601914427094057e-09,1.8243991040847185e-09,0.3112081330485226,0.47443423597850176,0.2116513539677527,2.162610585449566e-09,4,4,"0.664417720904153,1.4112293154360849,0.731349788412068,0.4438225466373455",4,1.8243991040847185e-09,2023
194,2023_04_21_0005,5,7,16.668174710367545,-0.05533068395581264,[-0.5076697 -0.2399697 -0.0967697 -0.0538697  0.0159303  0.0875303],LOOM,0,0.020440881763527055,8.601914427094057e-09,1.8243991040847185e-09,0.3112081330485226,0.47443423597850176,0.2116513539677527,2.162610585449566e-09,4,4,"0.664417720904153,1.4112293154360849,0.731349788412068,0.4438225466373455",4,1.8243991040847185e-09,2023
195,2023_04_21_0005,10,7,42.62336412906646,-0.3795215294476,"[-0.41036017 -0.40276017 -0.39966017 -0.36776017 -0.36616017 -0.33336017
 -0.27326017 -0.18096017 -0.09216017 -0.03926017  0.00993983  0.06533983
  0.14693983]",LOOM,0,0.020440881763527055,8.601914427094057e-09,1.8243991040847185e-09,0.3112081330485226,0.47443423597850176,0.2116513539677527,2.162610585449566e-09,4,4,"0.664417720904153,1.4112293154360849,0.731349788412068,0.4438225466373455",4,1.8243991040847185e-09,2023
196,2023_04_24_0003,5,7,153.29298674183963,-0.08492327936903887,"[-0.22666175 -0.20416175 -0.19366175 -0.17386175 -0.16376175 -0.15876175
 -0.14826175 -0.13536175 -0.12806175 -0.12506175 -0.11776175 -0.10816175
 -0.10446175 -0.09806175 -0.09476175 -0.08856175 -0.07816175 -0.07546175
 -0.07296175 -0.06796175 -0.05866175 -0.05596175 -0.05196175 -0.04796175
 -0.04476175 -0.03666175 -0.03336175 -0.02906175 -0.02626175  0.05053825]",LOOM,0,0.03486973947895792,-3.734484217245029e-08,8.15360647818932e-10,0.30427747598178223,0.4840298304262799,0.2260447456394199,1.344563738114591e-09,4,4,"1.119495051704288,0.9908562315995901,0.8147543644850828,1.0168828293701373",4,8.15360647818932e-10,2023
197,2023_04_24_0003,40,7,162.90013579338202,-0.05893672241386738,"[-0.12377544 -0.10487544 -0.09417544 -0.08647544 -0.07937544 -0.07577544
 -0.07177544 -0.06847544 -0.06577544 -0.06307544 -0.06047544 -0.05757544
 -0.05507544 -0.05247544 -0.04977544 -0.04707544 -0.04457544 -0.04207544
 -0.03957544 -0.03687544 -0.03427544 -0.03097544  0.01212456  0.04822456
  0.14632456  0.18022456  0.19622456]",LOOM,0,0.03486973947895792,-3.734484217245029e-08,8.15360647818932e-10,0.30427747598178223,0.4840298304262799,0.2260447456394199,1.344563738114591e-09,4,4,"1.119495051704288,0.9908562315995901,0.8147543644850828,1.0168828293701373",4,8.15360647818932e-10,2023
198,2023_04_24_0003,20,7,184.78151446980542,-0.05562670707705608,"[-0.21466529 -0.12686529 -0.10146529 -0.09186529 -0.08906529 -0.08296529
 -0.07976529 -0.07356529 -0.07066529 -0.06726529 -0.06406529 -0.06106529
 -0.05836529 -0.05576529 -0.05336529 -0.05056529 -0.04796529 -0.04546529
 -0.04286529 -0.04036529 -0.03786529 -0.03536529 -0.03266529 -0.02866529
 -0.02566529 -0.02306529 -0.02056529  0.08123471  0.09983471  0.13033471
  0.14873471  0.16503471  0.18233471]",LOOM,0,0.03486973947895792,-3.734484217245029e-08,8.15360647818932e-10,0.30427747598178223,0.4840298304262799,0.2260447456394199,1.344563738114591e-09,4,4,"1.119495051704288,0.9908562315995901,0.8147543644850828,1.0168828293701373",4,8.15360647818932e-10,2023
199,2023_04_24_0003,10,7,190.25921347540702,-0.08982179393303058,"[-0.37766044 -0.35886044 -0.22966044 -0.21916044 -0.19046044 -0.18106044
 -0.17136044 -0.16066044 -0.15046044 -0.13916044 -0.13466044 -0.12836044
 -0.11986044 -0.11516044 -0.10916044 -0.10486044 -0.10216044 -0.09586044
 -0.09326044 -0.08936044 -0.08546044 -0.08286044 -0.07886044 -0.07526044
 -0.07276044 -0.06986044 -0.06736044 -0.06396044 -0.06006044 -0.05746044
 -0.05486044 -0.05236044 -0.04866044 -0.04516044 -0.04226044]",LOOM,0,0.03486973947895792,-3.734484217245029e-08,8.15360647818932e-10,0.30427747598178223,0.4840298304262799,0.2260447456394199,1.344563738114591e-09,4,4,"1.119495051704288,0.9908562315995901,0.8147543644850828,1.0168828293701373",4,8.15360647818932e-10,2023
200,2023_04_24_0004,5,7,13.11136638803448,-0.45953283591422045,"[-0.73177134 -0.62717134 -0.50537134 -0.43587134 -0.34947134 -0.18557134
 -0.06187134  0.02842866  0.14772866]",LOOM,0,0.08817635270541083,2.0218202449310286e-09,8.216669678452133e-10,0.5197355916925858,0.23065390188687074,-0.1540191471696939,8.516985142761419e-10,4,4,"0.07723473028511804,0.12296941777076534,1.276282449773735,1.154419698356121",4,8.216669678452133e-10,2023
201,2023_04_24_0004,20,7,54.083050263237276,-0.0014971203225002672,"[-0.18543561 -0.08893561 -0.05913561 -0.03923561 -0.01333561 -0.00913561
  0.00206439  0.01736439  0.03956439  0.05816439  0.08836439  0.18696439]",LOOM,0,0.08817635270541083,2.0218202449310286e-09,8.216669678452133e-10,0.5197355916925858,0.23065390188687074,-0.1540191471696939,8.516985142761419e-10,4,4,"0.07723473028511804,0.12296941777076534,1.276282449773735,1.154419698356121",4,8.216669678452133e-10,2023
202,2023_04_24_0004,40,7,53.31934166942348,-0.011708518322569805,"[-0.05524706 -0.03704706 -0.03434706 -0.02434706 -0.01604706  0.01485294
  0.01815294  0.05365294  0.09265294  0.14485294]",LOOM,0,0.08817635270541083,2.0218202449310286e-09,8.216669678452133e-10,0.5197355916925858,0.23065390188687074,-0.1540191471696939,8.516985142761419e-10,4,4,"0.07723473028511804,0.12296941777076534,1.276282449773735,1.154419698356121",4,8.216669678452133e-10,2023
203,2023_04_24_0004,10,7,31.34462666773122,-0.013524313894820783,"[-0.14236331 -0.09306331 -0.05796331 -0.01246331 -0.00806331  0.02883669
  0.07043669]",LOOM,0,0.08817635270541083,2.0218202449310286e-09,8.216669678452133e-10,0.5197355916925858,0.23065390188687074,-0.1540191471696939,8.516985142761419e-10,4,4,"0.07723473028511804,0.12296941777076534,1.276282449773735,1.154419698356121",4,8.216669678452133e-10,2023
204,2023_04_25_0000,5,7,97.19168835180155,-0.0005615605141096047,"[-0.81180025 -0.77930025 -0.77050025 -0.76130025 -0.75190025 -0.74480025
 -0.72360025 -0.69580025 -0.68640025 -0.67820025 -0.66900025 -0.66020025
 -0.63900025 -0.62870025 -0.61920025 -0.61120025 -0.59320025 -0.58500025
 -0.57620025 -0.53540025 -0.52750025 -0.51790025 -0.51010025 -0.48860025
 -0.47770025 -0.46880025 -0.46020025 -0.45060025 -0.42490025 -0.40960025
 -0.39990025 -0.37590025 -0.36710025 -0.35910025 -0.34940025 -0.31600025
 -0.30840025 -0.29840025 -0.26570025 -0.25830025 -0.24800025 -0.20730025
 -0.19760025 -0.17610025 -0.16510025 -0.15720025 -0.14770025 -0.13890025
 -0.10660025 -0.08970025 -0.08410025 -0.06460025 -0.05520025 -0.04370025
 -0.03900025 -0.02990025 -0.01880025 -0.00900025  0.00189975  0.01159975
  0.02109975  0.03149975  0.04169975  0.05029975  0.06129975  0.07039975
  0.07889975  0.08889975  0.11399975  0.16409975  0.17199975  0.18139975
  0.18939975  0.19819975]",LOOM,0,0.07695390781563126,7.488416647119656e-09,1.54054377486577e-09,0.33317494677068793,0.4446556516142749,0.16698347742141229,1.3308793393990605e-09,4,4,"1.368566827353367,0.7978936375977426,0.6157301788555976,0.8109391298516748",4,1.54054377486577e-09,2023
205,2023_04_25_0000,20,7,96.04696813701383,-0.12192200113328744,"[-0.2049608 -0.1925608 -0.1836608 -0.1733608 -0.1653608 -0.1559608
 -0.1474608 -0.1373608 -0.1264608 -0.1173608 -0.1081608 -0.0989608
 -0.0889608 -0.0803608 -0.0712608 -0.0619608 -0.0511608 -0.0225608
  0.0019392  0.0131392  0.0297392  0.0382392  0.0471392  0.0687392
  0.0878392  0.1129392  0.1212392  0.1309392  0.1392392  0.1483392
  0.1781392]",LOOM,0,0.07695390781563126,7.488416647119656e-09,1.54054377486577e-09,0.33317494677068793,0.4446556516142749,0.16698347742141229,1.3308793393990605e-09,4,4,"1.368566827353367,0.7978936375977426,0.6157301788555976,0.8109391298516748",4,1.54054377486577e-09,2023
206,2023_04_25_0000,10,7,102.34366442344604,-0.32282239931073253,"[-4.54760845e-01 -4.41160845e-01 -4.32060845e-01 -4.13460845e-01
 -4.04360845e-01 -3.93360845e-01 -3.83960845e-01 -3.75060845e-01
 -3.65460845e-01 -3.55660845e-01 -3.47060845e-01 -3.37060845e-01
 -3.28260845e-01 -3.18760845e-01 -3.08160845e-01 -2.99560845e-01
 -2.90160845e-01 -2.80060845e-01 -2.69860845e-01 -2.61260845e-01
 -2.51860845e-01 -2.43560845e-01 -2.32060845e-01 -2.12460845e-01
 -2.03160845e-01 -1.93460845e-01 -1.45660845e-01 -1.35860845e-01
 -1.15260845e-01 -1.05260845e-01 -9.52608454e-02 -8.51608454e-02
 -8.07608454e-02 -7.13608454e-02 -6.09608454e-02 -4.85608454e-02
 -3.82608454e-02 -2.79608454e-02 -1.78608454e-02 -1.60845406e-04
  8.33915459e-03  4.02391546e-02  4.93391546e-02  5.67391546e-02
  6.68391546e-02  7.53391546e-02  1.07639155e-01  1.24939155e-01
  1.34639155e-01  1.42339155e-01  1.75639155e-01  1.93639155e-01]",LOOM,0,0.07695390781563126,7.488416647119656e-09,1.54054377486577e-09,0.33317494677068793,0.4446556516142749,0.16698347742141229,1.3308793393990605e-09,4,4,"1.368566827353367,0.7978936375977426,0.6157301788555976,0.8109391298516748",4,1.54054377486577e-09,2023
207,2023_04_25_0000,40,7,40.51105949633256,0.023977895261829363,"[-0.10956097 -0.10066097 -0.08146097 -0.02836097 -0.02316097  0.03113903
  0.04053903  0.04933903  0.05913903  0.13633903]",LOOM,0,0.07695390781563126,7.488416647119656e-09,1.54054377486577e-09,0.33317494677068793,0.4446556516142749,0.16698347742141229,1.3308793393990605e-09,4,4,"1.368566827353367,0.7978936375977426,0.6157301788555976,0.8109391298516748",4,1.54054377486577e-09,2023
208,2023_04_26_0001,10,7,22.26299536833605,-0.3486475655129204,[-0.37038432 -0.35878432 -0.32058432 -0.22478432  0.03061568],LOOM,0,0.05130260521042084,6.0540218648485475e-09,1.1785123671223033e-09,0.31726046002875685,0.4661332794401448,0.19919991916021718,1.126064474359161e-09,4,4,"0.5060373803623692,0.6406984013436134,1.327146619221727,0.9153032537563663",4,1.1785123671223033e-09,2023
209,2023_04_26_0001,40,7,21.290490598102025,-0.000647388224200407,[-0.04776066 -0.03676066  0.03793934  0.05703934],LOOM,0,0.05130260521042084,6.0540218648485475e-09,1.1785123671223033e-09,0.31726046002875685,0.4661332794401448,0.19919991916021718,1.126064474359161e-09,4,4,"0.5060373803623692,0.6406984013436134,1.327146619221727,0.9153032537563663",4,1.1785123671223033e-09,2023
210,2023_04_26_0001,5,7,11.30805257081505,-0.05212439773342359,[-0.52056328 -0.09396328 -0.01096328  0.17173672],LOOM,0,0.05130260521042084,6.0540218648485475e-09,1.1785123671223033e-09,0.31726046002875685,0.4661332794401448,0.19919991916021718,1.126064474359161e-09,4,4,"0.5060373803623692,0.6406984013436134,1.327146619221727,0.9153032537563663",4,1.1785123671223033e-09,2023
211,2023_04_26_0001,20,7,34.84183620269645,-0.14513340997854696,[-0.19067209 -0.15437209 -0.14507209 -0.13407209 -0.10697209  0.07722791],LOOM,0,0.05130260521042084,6.0540218648485475e-09,1.1785123671223033e-09,0.31726046002875685,0.4661332794401448,0.19919991916021718,1.126064474359161e-09,4,4,"0.5060373803623692,0.6406984013436134,1.327146619221727,0.9153032537563663",4,1.1785123671223033e-09,2023
212,2023_04_26_0006,5,7,0.0,0,[],LOOM,0,0.06613226452905811,9.367083323372341e-08,1.6006413039913054e-09,0.14822662661718375,0.7255178796039425,0.5882768194059138,1.8570133984126828e-09,4,4,"0.8512154562995184,1.3919438666027222,1.04615499082455,0.4246283279259368",4,1.6006413039913054e-09,2023
213,2023_04_26_0006,10,7,7.978839582785185,-0.03658640026135962,[-0.03652495],LOOM,0,0.06613226452905811,9.367083323372341e-08,1.6006413039913054e-09,0.14822662661718375,0.7255178796039425,0.5882768194059138,1.8570133984126828e-09,4,4,"0.8512154562995184,1.3919438666027222,1.04615499082455,0.4246283279259368",4,1.6006413039913054e-09,2023
214,2023_04_26_0006,40,7,15.910341944459201,-0.03372153923129606,[-0.03776033 -0.03006033],LOOM,0,0.06613226452905811,9.367083323372341e-08,1.6006413039913054e-09,0.14822662661718375,0.7255178796039425,0.5882768194059138,1.8570133984126828e-09,4,4,"0.8512154562995184,1.3919438666027222,1.04615499082455,0.4246283279259368",4,1.6006413039913054e-09,2023
215,2023_04_26_0006,20,7,18.794644256034303,-0.028525375223539373,[-0.0874639 -0.0232639 -0.0012639],LOOM,0,0.06613226452905811,9.367083323372341e-08,1.6006413039913054e-09,0.14822662661718375,0.7255178796039425,0.5882768194059138,1.8570133984126828e-09,4,4,"0.8512154562995184,1.3919438666027222,1.04615499082455,0.4246283279259368",4,1.6006413039913054e-09,2023
216,2023_04_27_0000,10,7,7.992010348310312,-0.061721517520549996,[-0.39075944 -0.06215944  0.11694056],LOOM,0,0.06452905811623247,-8.745711974659464e-10,4.863220367897674e-10,0.911652937566021,0.019135253773317817,-0.9617294924533644,8.149198209171399e-10,3,4,"0.9999999999999996,1.0000000000000084,1.0000000000000007",3,4.863220367897674e-10,2023
217,2023_04_27_0000,5,7,8.005730457632266,-0.2063327177456895,[-0.7124714 -0.3841714 -0.2064714 -0.0267714],LOOM,0,0.06452905811623247,-8.745711974659464e-10,4.863220367897674e-10,0.911652937566021,0.019135253773317817,-0.9617294924533644,8.149198209171399e-10,3,4,"0.9999999999999996,1.0000000000000084,1.0000000000000007",3,4.863220367897674e-10,2023
218,2023_04_27_0000,40,7,7.978843205871109,-0.0294250113464396,[-0.02946381],LOOM,0,0.06452905811623247,-8.745711974659464e-10,4.863220367897674e-10,0.911652937566021,0.019135253773317817,-0.9617294924533644,8.149198209171399e-10,3,4,"0.9999999999999996,1.0000000000000084,1.0000000000000007",3,4.863220367897674e-10,2023
219,2023_04_27_0000,20,7,7.978843677093689,-0.20332306399090483,[-0.203361  0.087339],LOOM,0,0.06452905811623247,-8.745711974659464e-10,4.863220367897674e-10,0.911652937566021,0.019135253773317817,-0.9617294924533644,8.149198209171399e-10,3,4,"0.9999999999999996,1.0000000000000084,1.0000000000000007",3,4.863220367897674e-10,2023
220,2023_04_27_0006,10,7,0.0,0,[],LOOM,0,0.04008016032064128,9.779825036137476e-08,2.4810701839554e-09,0.03639773906094778,0.9285293172868533,0.8927939759302799,3.699059043800631e-09,4,4,"0.7326601216596974,0.41487940736387535,1.4034555359166139,1.4034555359166072",4,2.4810701839554e-09,2023
221,2023_04_27_0006,5,7,0.0,0,[],LOOM,0,0.04008016032064128,9.779825036137476e-08,2.4810701839554e-09,0.03639773906094778,0.9285293172868533,0.8927939759302799,3.699059043800631e-09,4,4,"0.7326601216596974,0.41487940736387535,1.4034555359166139,1.4034555359166072",4,2.4810701839554e-09,2023
222,2023_04_27_0006,20,7,7.9788432105488205,-0.015926176496071642,[-0.01596494],LOOM,0,0.04008016032064128,9.779825036137476e-08,2.4810701839554e-09,0.03639773906094778,0.9285293172868533,0.8927939759302799,3.699059043800631e-09,4,4,"0.7326601216596974,0.41487940736387535,1.4034555359166139,1.4034555359166072",4,2.4810701839554e-09,2023
223,2023_04_27_0006,40,7,15.87769201368722,-0.05973065600148231,[-0.06436958 -0.05436958],LOOM,0,0.04008016032064128,9.779825036137476e-08,2.4810701839554e-09,0.03639773906094778,0.9285293172868533,0.8927939759302799,3.699059043800631e-09,4,4,"0.7326601216596974,0.41487940736387535,1.4034555359166139,1.4034555359166072",4,2.4810701839554e-09,2023
224,2023_04_27_0020,10,7,41.188142877076466,-0.36692202861497913,"[-0.40236065 -0.39786065 -0.37516065 -0.35986065 -0.33766065 -0.32806065
 -0.02016065 -0.01616065 -0.01226065  0.12933935]",LOOM,0,0.03286573146292585,8.612215477761002e-09,1.6143079146335043e-09,0.48778190194971,0.5191874310830265,0.0383748621660529,1.3097888663132517e-09,3,4,"0.9999999999999946,1.0,1.0",3,1.6143079146335043e-09,2023
225,2023_04_27_0020,20,7,27.616261249145705,-0.12352269420228734,"[-0.16166121 -0.14596121 -0.11906121 -0.07976121 -0.01906121  0.01743879
  0.14203879]",LOOM,0,0.03286573146292585,8.612215477761002e-09,1.6143079146335043e-09,0.48778190194971,0.5191874310830265,0.0383748621660529,1.3097888663132517e-09,3,4,"0.9999999999999946,1.0,1.0",3,1.6143079146335043e-09,2023
